lesson_id,lesson_title,row_type,question_or_heading,option_a,option_b,option_c,option_d,answer,hint,explanation,key_phrase,icon
u3l2,Simple vs Compound Interest,intro,Key phrase,"Compounding means earning returns not just on your original money, but on the returns it has already generated.",,,,,,,TRUE,clock
u3l2,Simple vs Compound Interest,question,"₹10,000 invested at 10% simple interest for 3 years earns interest of:","₹1,000 total","₹3,000 total, since it's 10% of ₹10,000 every year","₹3,310, compounding each year","₹10,000 total",B,"With simple interest, does the interest base ever change?","Simple interest always applies to the same original ₹10,000, so it's 10% × 3 years = ₹3,000 flat, with no acceleration.",,clock
u3l2,Simple vs Compound Interest,question,"₹10,000 invested at 10% compound interest, compounded annually for 3 years, grows to approximately:","₹13,000","₹13,310","₹10,000","₹30,000",B,Each year's interest gets added before the next year's 10% is calculated — try it year by year.,"Year 1: ₹11,000. Year 2: ₹12,100. Year 3: ₹13,310 — each year's 10% applies to a growing balance, not just the original ₹10,000.",,clock
u3l2,Simple vs Compound Interest,question,"Over a long enough time horizon, compound interest will always produce a larger balance than simple interest at the same rate.",True,False,,,True,Does compounding's advantage shrink or grow the longer the money is left to grow?,Compounding's edge over simple interest grows larger the longer the money compounds — the gap widens every additional period.,,clock
u3l2,Simple vs Compound Interest,question,"Which savings product would you expect to grow your money faster over 20 years, all else equal?",One paying 6% simple interest,One paying 6% interest compounded annually,They'll always be identical,It depends only on the currency used,B,Which one lets interest itself start earning more interest?,Compounding lets each year's interest join the base that earns future interest — over 20 years that produces meaningfully more growth than simple interest at the same rate.,,clock
u3l2,Simple vs Compound Interest,question,"Why do lenders and investors generally care so much about whether interest compounds annually, monthly, or daily?",It makes no real difference to the final amount,"More frequent compounding means interest gets added to the base more often, slightly increasing total growth for the same stated rate",Daily compounding is illegal in most countries,"Compounding frequency only matters for loans, never for investments",B,What happens to the base that earns interest as compounding frequency increases?,"More frequent compounding means interest gets folded into the principal more often, which — for the same annual rate — produces a slightly higher effective return.",,clock
u3l3,"Future Value, Step by Step",intro,Future value answers: what will this grow to?,Future value (FV) takes an amount today and projects what it becomes after earning a given rate of return for a number of periods.,,,,,,,FALSE,clock
u3l3,"Future Value, Step by Step",intro,"The formula, plainly","FV = Present Value × (1 + rate) raised to the power of the number of periods. The rate and the number of periods must use the same time unit — both annual, or both monthly.",,,,,,,FALSE,clock
u3l3,"Future Value, Step by Step",intro,Key phrase,Future value = Present Value × (1 + rate)^periods — money grows by compounding over time.,,,,,,,TRUE,clock
u3l3,"Future Value, Step by Step",question,"₹1,00,000 invested for 2 years at 8% annual compound interest has a future value closest to:","₹1,08,000","₹1,16,000","₹1,16,640","₹1,20,000",C,"Calculate year by year: ₹1,00,000 × 1.08, then that result × 1.08 again.","₹1,00,000 × 1.08 = ₹1,08,000 after year 1; × 1.08 again = ₹1,16,640 after year 2 — that's compounding, not simple 16% flat.",,clock
u3l3,"Future Value, Step by Step",question,"If you double the number of years money compounds at a positive rate, does the future value simply double too?","Yes, always exactly double","No — because of compounding, it typically grows by more than double",No — it grows by exactly the same amount added twice,"Future value only depends on the rate, never the time",B,Does compounding produce straight-line growth or accelerating growth?,"Because interest earns interest, doubling the time period usually more than doubles the future value — growth accelerates, it doesn't stay linear.",,clock
u3l3,"Future Value, Step by Step",question,"A higher assumed interest rate, holding time constant, always produces a higher future value.",True,False,,,True,Does a bigger rate multiplier each period lead to a smaller or larger ending balance?,"A higher rate compounds more aggressively each period, so — holding time fixed — future value rises as the assumed rate rises.",,clock
u3l3,"Future Value, Step by Step",question,Which of these would produce the LARGEST future value for the same starting amount?,5% for 5 years,5% for 10 years,10% for 10 years,10% for 5 years,C,Compare both a higher rate and more time against the alternatives.,Both a higher rate and more time increase future value — combining the highest rate (10%) with the longest time (10 years) beats every other combination here.,,clock
u3l3,"Future Value, Step by Step",question,"Why does the future-value formula raise (1 + rate) to the power of the number of periods, rather than just multiplying by the number of periods?",It's a typo that persists in finance textbooks,"Because compounding means each period's growth builds on all prior growth, which multiplication (not addition) captures",Because interest rates are always expressed as percentages,Powers are only used for very long time horizons,B,"Which mathematical operation captures growth building on prior growth — repeated addition, or repeated multiplication?","Raising to a power captures repeated multiplication — each period's balance is multiplied by (1+rate) again, which is exactly what compounding means mechanically.",,clock
u3l4,"Present Value, Step by Step",intro,Present value runs the clock backward,"Present value (PV) asks the reverse question: given a future amount, what is it worth today, after 'shrinking' it by the discount rate for however many periods stand between now and then?",,,,,,,FALSE,clock
u3l4,"Present Value, Step by Step",intro,"The formula, plainly","PV = Future Value ÷ (1 + rate) raised to the power of the number of periods. A higher rate, or more periods, shrinks the present value further.",,,,,,,FALSE,clock
u3l4,"Present Value, Step by Step",intro,Key phrase,Present value = Future Value ÷ (1 + rate)^periods — it tells you what a future rupee is worth in today's terms.,,,,,,,TRUE,clock
u3l4,"Present Value, Step by Step",question,"What is the present value of ₹1,21,000 to be received in exactly 2 years, using a 10% discount rate?","₹1,00,000","₹1,10,000","₹1,21,000","₹99,000",A,"Divide by 1.10 twice, once for each year.","₹1,21,000 ÷ 1.10 = ₹1,10,000 after undoing one year; ÷ 1.10 again = ₹1,00,000 — the present value of that future amount.",,clock
u3l4,"Present Value, Step by Step",question,"Holding the future amount and discount rate constant, what happens to present value as the number of years until payment increases?",Present value increases,Present value decreases,Present value stays exactly the same,Present value becomes negative,B,Are you discounting for more periods or fewer as the wait gets longer?,More years of discounting shrinks the present value further — money further in the future is worth less today.,,clock
u3l4,"Present Value, Step by Step",question,A higher discount rate results in a higher present value for the same future cash flow.,True,False,,,False,Think about what a bigger divisor does to a fraction.,"A higher discount rate is a bigger divisor at each period, which shrinks — not grows — the present value of a given future amount.",,clock
u3l4,"Present Value, Step by Step",question,"Two investors value the same ₹10,00,000 payment due in 5 years, but Investor A uses a 6% discount rate and Investor B uses a 12% discount rate. Whose present value estimate will be lower?",Investor A's,Investor B's,They'll be identical,It depends on the currency,B,Which discount rate shrinks future money more aggressively?,"A higher discount rate (12% vs 6%) discounts the future payment more heavily, producing a lower present value estimate for Investor B.",,clock
u3l4,"Present Value, Step by Step",question,Why might an investor deliberately use a HIGHER discount rate when valuing an uncertain or risky future cash flow?,"Higher rates are only used for guaranteed, risk-free payments",A higher discount rate compensates for extra risk by shrinking the present value of an uncertain payment more aggressively,Discount rates have nothing to do with risk,It's simply a rounding convention with no real meaning,B,How should extra uncertainty about actually receiving that future cash flow affect how much you're willing to pay for it today?,A higher discount rate is a common way to build in a risk cushion — it makes an uncertain future payment worth less today than an equally-sized guaranteed one.,,clock
u3l5,"Discount Rates, Intuitively",intro,A discount rate is your required return,The discount rate represents the minimum annual return you'd need to be willing to wait for that future money instead of having it now — it reflects both opportunity cost and risk.,,,,,,,FALSE,clock
u3l5,"Discount Rates, Intuitively",intro,Riskier cash flows deserve higher discount rates,"A guaranteed government payment might use a low discount rate. A speculative startup's projected cash flow deserves a much higher one, because there's more that could go wrong.",,,,,,,FALSE,clock
u3l5,"Discount Rates, Intuitively",intro,Key phrase,The discount rate is the return you require to compensate for waiting and for the risk that the future payment might not arrive as expected.,,,,,,,TRUE,clock
u3l5,"Discount Rates, Intuitively",question,Which investment would typically be discounted using a LOWER discount rate?,A pre-revenue startup's projected cash flows,A government bond's promised interest payments,A speculative mining exploration project,A brand-new company with no track record,B,Which of these carries the least uncertainty about actually receiving the payment?,"Government bond payments are about as close to guaranteed as cash flows get, which justifies discounting them at a comparatively low rate.",,clock
u3l5,"Discount Rates, Intuitively",question,"A venture capital investor discounting a risky startup's projected future cash flows at 30%, versus a bank discounting a safe corporate loan's payments at 6%, mainly reflects a difference in:",The currency being used,The perceived risk and uncertainty of each cash flow actually materializing,A typo in one of the calculations,"The length of time involved, which is unrelated to risk",B,What's driving such a large gap between the two rates?,The huge gap in discount rates mirrors a huge gap in how confident each party can be that the projected cash flow will actually show up.,,clock
u3l5,"Discount Rates, Intuitively",question,The discount rate you choose has no real effect on how much you'd be willing to pay today for a future cash flow.,True,False,,,False,Recall from the last lesson: what does a higher discount rate do to present value?,The discount rate directly shrinks or expands present value — choosing it carelessly can make a valuation wildly too optimistic or too conservative.,,clock
u3l5,"Discount Rates, Intuitively",question,An analyst uses the same low discount rate to value both a stable utility company's cash flows and a speculative biotech's cash flows. What's the most likely problem with this approach?,There's no problem — one discount rate always fits every company,"It probably overvalues the riskier biotech, since its higher uncertainty isn't being reflected in the discount rate",It definitely undervalues both companies,"Discount rates should never differ by company, only by country",B,Which company's true risk is not being captured by a single low rate?,Using the same low rate for a much riskier cash flow understates how much that extra risk should shrink its present value — producing an inflated valuation for the biotech.,,clock
u3l5,"Discount Rates, Intuitively",question,Why is the choice of discount rate often described as one of the most consequential assumptions in a valuation?,Because it has almost no effect on the final number,Because even small changes in the discount rate can meaningfully swing the present value of far-future cash flows,Because regulators fix the discount rate by law,Because it's the only assumption anyone ever double-checks,B,"Recall how compounding (and its mirror, discounting) accelerates over many periods — what does that imply about small rate changes?","Because discounting compounds over many periods, even a small change in the rate can meaningfully swing the present value of cash flows far in the future.",,clock
u3l6,Annuities: Equal Payments Over Time,intro,"An annuity is a series of equal, regular payments","A fixed monthly loan EMI, a regular pension payout, or level rental income are all annuities — the same amount, paid at regular intervals, for a set number of periods.",,,,,,,FALSE,clock
u3l6,Annuities: Equal Payments Over Time,intro,"Valuing an annuity is just valuing many single payments, added up","Technically, the present value of an annuity is the sum of the present values of each individual payment — but there's a shortcut formula that does this in one step.",,,,,,,FALSE,clock
u3l6,Annuities: Equal Payments Over Time,intro,Key phrase,An annuity is a stream of equal payments at regular intervals; its present value discounts every payment back to today and adds them together.,,,,,,,TRUE,clock
u3l6,Annuities: Equal Payments Over Time,question,"A loan that requires you to pay exactly ₹20,000 every month for 3 years is an example of:",A perpetuity,An annuity,A single lump-sum payment,A dividend,B,"Are the payments equal, regular, and for a fixed number of periods?",Equal payments at regular intervals for a defined number of periods is the textbook definition of an annuity.,,clock
u3l6,Annuities: Equal Payments Over Time,question,Which of these is the correct way to think about valuing a 5-year annuity?,Just look at the final payment and ignore the rest,"Discount each of the 5 payments back to today individually, then add them up (or use the annuity shortcut formula for the same result)",Multiply the payment amount by the interest rate only,Annuities can't be valued using time value of money at all,B,What's the relationship between an annuity's value and the value of its individual payments?,An annuity's present value is simply the sum of the present values of all its individual payments — the annuity formula is just a faster way to get there.,,clock
u3l6,Annuities: Equal Payments Over Time,question,"All else equal, an annuity paying the same total amount but spread over MORE payments (say, monthly instead of annually) will have a slightly higher present value.",True,False,,,True,"Which pays you sooner, on average — monthly installments or fewer, larger annual ones for the same total?","More frequent payments mean you receive money sooner on average, which — thanks to the time value of money — nudges present value slightly higher for the same total nominal amount.",,clock
u3l6,Annuities: Equal Payments Over Time,question,"A retiree is choosing between a lump sum of ₹50,00,000 today, or an annuity of ₹5,00,000 per year for 15 years. What's the right way to compare these options?","Just add up the annuity payments (₹75,00,000) and compare that to ₹50,00,000","Compute the present value of the annuity using an appropriate discount rate, then compare that to the ₹50,00,000 lump sum","Always take the annuity, since the total is bigger","Always take the lump sum, since it's paid immediately",B,Can you fairly compare money spread over 15 years to money today without discounting?,Comparing raw totals ignores the time value of money entirely — the annuity needs to be discounted to a present value before it's a fair comparison to the lump sum.,,clock
u3l6,Annuities: Equal Payments Over Time,question,"Why do EMIs (equal monthly installments) on a loan stay the same each month, even though the loan balance is shrinking over time?",EMIs are randomly set and unrelated to the loan balance,"They're structured, using annuity math, so that a fixed payment covers both interest and principal in changing proportions each month",Interest is only charged in the first month,Banks are required by law to keep payments flat regardless of the loan,B,"What stays fixed, and what changes, inside each EMI payment over the life of the loan?",EMI structuring is a direct application of annuity math — the fixed total payment is split differently each month between interest (shrinking) and principal (growing) as the balance declines.,,clock
u3l7,Perpetuities: Payments Forever,intro,A perpetuity never ends,"A perpetuity is like an annuity, but the equal payments continue forever, with no final period — some preference shares and certain bonds work this way.",,,,,,,FALSE,clock
u3l7,Perpetuities: Payments Forever,intro,The perpetuity formula is surprisingly simple,Present Value of a Perpetuity = Payment ÷ Discount Rate. No time exponent needed — infinity simplifies the math rather than complicating it.,,,,,,,FALSE,clock
u3l7,Perpetuities: Payments Forever,intro,Key phrase,Present value of a perpetuity = annual payment ÷ discount rate — a never-ending stream still has a finite present value.,,,,,,,TRUE,clock
u3l7,Perpetuities: Payments Forever,question,"A preference share promises to pay ₹80 per year, forever, and investors require a 10% return. What's its approximate present value?",₹80,₹800,₹8,"₹8,000",B,Divide the payment by the discount rate.,"₹80 ÷ 0.10 = ₹800 — even though the payments never stop, discounting shrinks each future payment enough that the total present value is still finite.",,clock
u3l7,Perpetuities: Payments Forever,question,Why does an infinite stream of payments still have a FINITE present value?,Because infinite streams are actually a myth,"Because each payment further in the future is discounted so heavily that its present value shrinks toward zero, so the sum still converges",Because perpetuities are capped by law after 100 years,Because the discount rate becomes zero after enough time,B,What happens to the present value of a single payment as it moves further and further into the future?,Payments far enough in the future get discounted so heavily their present value is nearly nothing — so summing infinitely many of them still adds up to a finite number.,,clock
u3l7,Perpetuities: Payments Forever,question,"A higher discount rate results in a lower present value for a perpetuity, just as it does for a single future payment.",True,False,,,True,Payment ÷ rate — what happens to that fraction as the denominator (rate) grows?,"Since perpetuity value is payment divided by rate, a bigger rate (bigger denominator) produces a smaller present value — the same direction as with any discounting.",,clock
u3l7,Perpetuities: Payments Forever,question,"A perpetuity paying ₹1,000 a year is discounted first at 5%, then at 10%. Which discount rate gives the HIGHER present value?",5%,10%,Both give exactly the same value,Perpetuities can't be discounted at different rates,A,Recheck: payment ÷ rate — smaller denominator means what?,"₹1,000 ÷ 0.05 = ₹20,000, versus ₹1,000 ÷ 0.10 = ₹10,000 — the lower discount rate (5%) produces the higher present value.",,clock
u3l7,Perpetuities: Payments Forever,question,"Where does perpetuity math show up in company valuation, even though real companies don't literally pay dividends forever?",It never shows up in valuation — it's a purely academic idea,It's often used to estimate 'terminal value' — a simplified stand-in for all the cash flows a business is assumed to generate far into the future,Only insurance companies use perpetuity formulas,It's used exclusively for government bonds,B,Think ahead to how a DCF model handles cash flows beyond its explicit forecast period.,Perpetuity-style math is the backbone of 'terminal value' in a DCF — a practical way to capture the value of cash flows stretching indefinitely beyond a model's explicit forecast.,,clock
u3l8,NPV: Time Value Meets Decision-Making,intro,NPV nets the cost against the value it creates,"Net Present Value (NPV) takes all the present values of a project's future cash flows, and subtracts the upfront cost — leaving one number that shows whether the project creates or destroys value.",,,,,,,FALSE,clock
u3l8,NPV: Time Value Meets Decision-Making,intro,The decision rule is simple,A positive NPV means the project is expected to create more value than it costs — worth doing. A negative NPV means the opposite — walk away.,,,,,,,FALSE,clock
u3l8,NPV: Time Value Meets Decision-Making,intro,Key phrase,NPV = present value of all future cash flows minus the upfront investment — positive NPV means the project is worth undertaking.,,,,,,,TRUE,clock
u3l8,NPV: Time Value Meets Decision-Making,question,"A project costs ₹10,00,000 today and its future cash flows have a present value of ₹13,00,000. What is its NPV, and should it be undertaken?","NPV = ₹23,00,000; yes","NPV = ₹3,00,000; yes, since it's positive","NPV = -₹3,00,000; no","NPV = ₹13,00,000; maybe",B,NPV = present value of benefits minus upfront cost.,"₹13,00,000 − ₹10,00,000 = ₹3,00,000. Since NPV is positive, the project is expected to create more value than it costs — worth doing.",,clock
u3l8,NPV: Time Value Meets Decision-Making,question,"A project costs ₹5,00,000 and its future cash flows have a present value of only ₹4,20,000. What should a rational decision-maker do?","Undertake it, since ₹4,20,000 is still a lot of money","Reject it, since its NPV is negative (-₹80,000), meaning it destroys value",Undertake it only if the CEO likes the idea,There's not enough information to decide,B,Subtract cost from present value of benefits — is the result positive or negative?,"With a negative NPV of -₹80,000, the project is expected to cost more than the value it creates — the standard decision rule says reject it.",,clock
u3l8,NPV: Time Value Meets Decision-Making,question,Using a higher discount rate in an NPV calculation makes it easier for a project to show a positive NPV.,True,False,,,False,A higher discount rate shrinks the present value of future benefits — does that help or hurt the NPV comparison?,"A higher discount rate shrinks the present value of future cash flows, which tends to pull NPV down, not up — making it harder, not easier, to clear the positive-NPV bar.",,clock
u3l8,NPV: Time Value Meets Decision-Making,question,"Two projects require the same ₹1,00,00,000 upfront investment. Project A has an NPV of ₹5,00,000; Project B has an NPV of ₹20,00,000. All else equal, which is the better use of that capital?","Project A, since smaller numbers are safer","Project B, since it's expected to create significantly more value for the same investment","They're equally good, since the cost is identical",Neither — any NPV under ₹1 crore should be rejected,B,"Which project creates more value per rupee invested, based on NPV?","With identical upfront cost, the project with the higher NPV — Project B — is expected to create meaningfully more value for the same capital outlay.",,clock
u3l8,NPV: Time Value Meets Decision-Making,question,Why is NPV generally considered a more complete decision tool than simply looking at a project's total future cash inflows?,Because NPV ignores the time value of money entirely,"Because NPV both discounts future cash flows to today's terms AND subtracts the upfront cost, capturing both timing and profitability in one number",Because total future cash inflows are always a better measure,Because NPV never requires any assumptions,B,What two things does NPV account for that a simple 'add up all future cash' approach ignores?,Simply totaling future cash flows ignores both when that cash arrives and what it cost to get it — NPV corrects for both by discounting and netting out the initial investment.,,clock
u3l9,The Rule of 72 & Quick Mental Math,intro,A shortcut for doubling time,"The Rule of 72 estimates how many years it takes an investment to double at a given annual compound rate: just divide 72 by the interest rate (as a whole number, not a decimal).",,,,,,,FALSE,clock
u3l9,The Rule of 72 & Quick Mental Math,intro,"It's an approximation, not exact","The Rule of 72 is remarkably accurate for rates roughly between 6% and 10%, and gets progressively less precise the further you move from that range — but it's excellent for fast mental estimates.",,,,,,,FALSE,clock
u3l9,The Rule of 72 & Quick Mental Math,intro,Key phrase,Rule of 72: years to double ≈ 72 ÷ annual interest rate (as a whole number) — a fast mental shortcut for compounding.,,,,,,,TRUE,clock
u3l9,The Rule of 72 & Quick Mental Math,question,"Using the Rule of 72, roughly how many years will it take an investment to double at 8% annual compound interest?",6 years,9 years,12 years,16 years,B,72 ÷ 8 = ?,"72 ÷ 8 = 9 years — a quick, close approximation of how long it'll take that investment to double at an 8% compound rate.",,clock
u3l9,The Rule of 72 & Quick Mental Math,question,"Using the Rule of 72, an investment growing at 12% per year would roughly double in:",4 years,6 years,10 years,24 years,B,72 ÷ 12 = ?,"72 ÷ 12 = 6 years — at a 12% compound rate, the Rule of 72 estimates your money doubles roughly every 6 years.",,clock
u3l9,The Rule of 72 & Quick Mental Math,question,"The Rule of 72 gives you a mathematically exact doubling time, not just an estimate.",True,False,,,False,Re-read the second intro card — how precise is this shortcut described as being?,"It's a close approximation, most accurate for moderate rates — for an exact answer you'd need the full compound growth formula, not this shortcut.",,clock
u3l9,The Rule of 72 & Quick Mental Math,question,"An investor wants to roughly compare how fast their money would double at 6% versus 9% annual returns, without a calculator. Which tool fits best?",A full discounted cash flow model,The Rule of 72,A balance sheet,An income statement,B,Which of the tools listed is specifically built for fast mental doubling-time estimates?,"The Rule of 72 exists exactly for this kind of quick, calculator-free comparison of how fast money grows at different rates.",,clock
u3l9,The Rule of 72 & Quick Mental Math,question,"Why is the Rule of 72 a genuinely useful skill for someone evaluating investment options quickly, even in the age of calculators and spreadsheets?",It's more accurate than any spreadsheet formula,"It lets you sanity-check a growth assumption instantly, in your head, without needing any tools at hand",It's a legal requirement for all financial advisors,It replaces the need to ever learn compound interest properly,B,"What's the practical value of a fast mental estimate, compared to always needing a tool to check your intuition?",Being able to instantly sanity-check 'does this growth assumption make sense?' without opening a spreadsheet is exactly the kind of practical intuition the Rule of 72 builds.,,clock
u3l10,Capstone: Comparing Two Cash Flow Streams,intro,Every comparison needs a common time reference,"You can never fairly compare ₹1,00,000 today to ₹1,20,000 in three years just by looking at the numbers — they need to be brought to the same point in time first, using a discount rate.",,,,,,,FALSE,clock
u3l10,Capstone: Comparing Two Cash Flow Streams,intro,Bigger nominal totals don't always win,"A cash flow stream with a larger sum of raw numbers can still be worth less today than a smaller, faster-paid stream — timing matters as much as size.",,,,,,,FALSE,clock
u3l10,Capstone: Comparing Two Cash Flow Streams,intro,Key phrase,"To compare cash flows fairly, discount every stream to the same point in time using a consistent, appropriately-chosen discount rate.",,,,,,,TRUE,clock
u3l10,Capstone: Comparing Two Cash Flow Streams,question,"Option A pays ₹1,00,000 today. Option B pays ₹1,15,000 in exactly 2 years. Using a 10% discount rate, which has the higher present value?","Option A (₹1,00,000 today, already in present value terms)","Option B, since ₹1,15,000 is a bigger number",They're exactly equal,Not enough information to compare them at all,A,"Discount Option B back to today first, then compare like-for-like: ₹1,15,000 ÷ 1.10² ≈ ?","₹1,15,000 ÷ (1.10)² ≈ ₹95,041 — that's LESS than Option A's ₹1,00,000, even though ₹1,15,000 looks like the bigger number on paper.",,clock
u3l10,Capstone: Comparing Two Cash Flow Streams,question,Why would a lower nominal amount received sooner sometimes be worth more than a higher nominal amount received later?,It's never actually true — bigger numbers always win,"Because the earlier amount has more time to earn a return, and the later amount gets discounted more heavily for the extra wait",Because currency always loses exactly half its value every year,Because later payments are usually illegal,B,"Which of the two forces — earning time, and discounting for delay — work in favor of the earlier payment?","Both extra earning time for the early payment and heavier discounting on the delayed one work in the same direction: favoring the sooner cash, if the gap in size isn't big enough to offset it.",,clock
u3l10,Capstone: Comparing Two Cash Flow Streams,question,"When comparing two cash flow streams, using two different discount rates for each one (without a specific risk-based reason) would generally be considered fair and standard practice.",True,False,,,False,"Should equally risky, comparable cash flows normally be discounted at different rates just for convenience?","Unless there's a genuine difference in risk between the two streams, using inconsistent discount rates would distort the comparison — the whole point is applying a fair, consistent basis.",,clock
u3l10,Capstone: Comparing Two Cash Flow Streams,question,"An annuity paying ₹2,00,000 a year for 5 years is being compared to a single lump sum of ₹9,00,000 today. What's the correct first step to compare them fairly?","Just add up the annuity's total (₹10,00,000) and compare that number directly to ₹9,00,000","Compute the annuity's present value using an appropriate discount rate, and compare that to the ₹9,00,000 lump sum",Automatically pick whichever option has more payments,"Ignore the lump sum, since it's a single number",B,What did the earlier annuity lesson say about comparing spread-out payments to a lump sum?,"Just as with the earlier annuity example, you have to discount the spread-out payments to a present value before any fair comparison to a lump sum is possible.",,clock
u3l10,Capstone: Comparing Two Cash Flow Streams,question,"Pulling together everything from this unit — TVM, compounding, discounting, annuities, perpetuities, NPV, and the Rule of 72 — what's the one idea that connects all of them?","Money should always be spent immediately, no matter what","A rupee's value depends on when you receive it, and every one of these tools exists to make cash flows at different times fairly comparable",Interest rates are fixed by governments and never change,None of these concepts are related to each other,B,What's the single thread running through every lesson in this unit?,"Every tool in this unit — discounting, compounding, annuities, perpetuities, NPV, even the Rule of 72 — exists to answer one question: what is money worth, given exactly when you receive it?",,clock
