lesson_id,lesson_title,row_type,question_or_heading,option_a,option_b,option_c,option_d,answer,hint,explanation,key_phrase,icon
u7l3,How Depreciation Links All Three Statements,intro,Key phrase,"Depreciation reduces net income on the income statement, gets added back on the cash flow statement, and reduces the fixed asset balance on the balance sheet — touching all three.",,,,,,,TRUE,book
u7l3,How Depreciation Links All Three Statements,question,On which statement does depreciation reduce the value of a fixed asset over time?,Income statement,Cash flow statement,"Balance sheet, where accumulated depreciation reduces the net book value of the asset",It doesn't affect any statement directly,C,Which statement tracks what an asset is currently 'worth' on the books?,"On the balance sheet, accumulated depreciation steadily reduces a fixed asset's net book value, reflecting its use and aging over time.",,book
u7l3,How Depreciation Links All Three Statements,question,Depreciation appears on all three financial statements. Which of these correctly matches depreciation's effect on EACH statement?,Increases net income; is subtracted on cash flow; increases fixed assets,Decreases net income; is added back on cash flow; decreases the fixed asset balance,Has no effect on any of the three statements,"Only appears on the balance sheet, nowhere else",B,Recall each statement's specific treatment from this unit and the previous one.,"This is exactly depreciation's three-way footprint: reduces net income (income statement), gets added back to reconcile to real cash (cash flow statement), and steadily shrinks the fixed asset's book value (balance sheet).",,book
u7l3,How Depreciation Links All Three Statements,question,Depreciation is a rare example of a single accounting concept that shows up meaningfully across all three main financial statements.,True,False,,,True,How many of the three statements does this lesson show depreciation touching?,"Depreciation is a great example precisely because it threads through all three: reducing profit, being added back for cash purposes, and reducing an asset's book value — a genuinely three-statement concept.",,book
u7l3,How Depreciation Links All Three Statements,question,"A company with very high depreciation charges would show which pattern, connecting all three statements?","Lower net income, lower operating cash flow, and a rapidly shrinking fixed asset balance","Lower net income (income statement), but higher operating cash flow relative to net income due to the add-back (cash flow statement), and a shrinking fixed asset balance over time (balance sheet)",No effect on any statement,Higher net income across all three statements,B,"Walk through each statement's specific effect one at a time, as covered in this lesson.","Putting the three effects together: net income is pulled down by the expense, cash flow is pulled back up relative to net income by the add-back, and the balance sheet's fixed assets steadily shrink — one concept, three connected effects.",,book
u7l3,How Depreciation Links All Three Statements,question,Why is understanding depreciation's three-statement footprint particularly useful when building a financial model that links all three statements together?,It isn't useful — depreciation can be safely ignored in financial models,Getting depreciation's treatment right in each statement is exactly what keeps a 3-statement model internally consistent and properly linked,Financial models only ever use one statement at a time,Depreciation is calculated completely differently in a model than in real financial statements,B,What happens to a 3-statement model's internal consistency if depreciation isn't threaded correctly through all three?,"In a proper 3-statement model, depreciation has to flow correctly through all three statements simultaneously — getting this one concept right is a strong test of whether the whole model is properly linked, which is exactly why this lesson matters heading toward Unit 10's capstone.",,book
u7l4,How Debt Links the Balance Sheet & Cash Flow,intro,Borrowing shows up in two places at once,"Taking on new debt increases cash (an asset) and increases a liability, both on the balance sheet — and shows up as a positive financing cash flow on the cash flow statement.",,,,,,,FALSE,book
u7l4,How Debt Links the Balance Sheet & Cash Flow,intro,Repaying debt reverses both,"Paying down principal reduces cash and reduces the liability balance on the balance sheet, and appears as a negative financing cash flow.",,,,,,,FALSE,book
u7l4,How Debt Links the Balance Sheet & Cash Flow,intro,Key phrase,"New borrowing increases both cash and a liability, and shows as a positive financing cash flow; repayment reverses all three simultaneously.",,,,,,,TRUE,book
u7l4,How Debt Links the Balance Sheet & Cash Flow,question,"A company borrows ₹1,00,00,000 from a bank. Which of these correctly describes the combined effect?","Cash and liabilities both increase on the balance sheet; financing cash flow shows a positive ₹1,00,00,000","Only cash increases, with no effect on liabilities","Only liabilities increase, with no effect on cash",Equity increases by the full loan amount,A,Recall the balance sheet equation lesson's loan example — does the balance sheet stay balanced when a company borrows?,Borrowing brings in cash (an asset) and creates a matching liability — keeping the balance sheet balanced — while the cash flow statement records the same event as a financing inflow.,,book
u7l4,How Debt Links the Balance Sheet & Cash Flow,question,"A company repays ₹20,00,000 of loan principal during the year. What happens on the balance sheet and cash flow statement together?","Cash and the loan liability both decrease; financing cash flow shows a negative ₹20,00,000",Cash increases while the liability stays the same,Nothing changes on either statement,Only the income statement is affected,A,Is repaying a loan a mirror image of taking one out?,"Repayment is simply the reverse of borrowing: cash and the liability both shrink on the balance sheet, matched by a negative financing outflow on the cash flow statement.",,book
u7l4,How Debt Links the Balance Sheet & Cash Flow,question,"Interest paid on a loan appears in the financing section of the cash flow statement, alongside principal repayments.",True,False,,,False,"Recall the income statement's treatment of interest — does interest expense sit with financing decisions, or does its cash payment usually get grouped with operating activity?","Interest payments are typically classified within operating cash flow (reflecting the expense on the income statement), while it's specifically the loan's principal that moves through the financing section — a common point of confusion worth remembering.",,book
u7l4,How Debt Links the Balance Sheet & Cash Flow,question,"A company's total liabilities on the balance sheet grew by exactly the amount shown as 'new borrowing' in the financing section of its cash flow statement, with no repayments that year. What does this consistency demonstrate?",Nothing meaningful — coincidence,"The balance sheet and cash flow statement are properly linked and internally consistent for this transaction, exactly as they should be",That the company made an error somewhere,That interest rates must have changed,B,Should new borrowing on the cash flow statement match the corresponding rise in liabilities on the balance sheet?,"Just as with the capex example earlier in this unit, seeing new borrowing on the cash flow statement match the corresponding rise in liabilities on the balance sheet confirms the two statements are properly, consistently linked.",,book
u7l4,How Debt Links the Balance Sheet & Cash Flow,question,Why does tracing debt through both the balance sheet and cash flow statement matter for someone building a financial model?,"It doesn't matter, since debt is a static, unchanging number in any model",A model needs to correctly roll the debt balance forward each period (balance sheet) while matching new borrowing or repayment exactly to the financing section (cash flow) — getting this wrong breaks the model's links,Debt only ever appears on the balance sheet in a proper model,Financial models never need to track cash flow and balance sheet items together,B,What two things does a correctly built model need to keep synchronized regarding debt?,A properly linked 3-statement model needs the debt balance rolling forward correctly on the balance sheet while precisely matching new borrowing and repayments in the cash flow statement's financing section — exactly the kind of internal consistency this unit is building toward.,,book
u7l5,Working Capital: The Connective Tissue,intro,"Living on the balance sheet, moving through cash flow","Receivables, inventory, and payables live as balance sheet line items, but their period-to-period CHANGES are what show up as adjustments on the cash flow statement.",,,,,,,FALSE,book
u7l5,Working Capital: The Connective Tissue,intro,The balance sheet holds the position; cash flow holds the movement,"Think of the balance sheet as a snapshot of the working capital balance, and the cash flow statement as tracking how much that balance moved, and what that movement did to cash.",,,,,,,FALSE,book
u7l5,Working Capital: The Connective Tissue,intro,Key phrase,"Working capital items sit on the balance sheet as balances, but their period-over-period changes are what flow through as adjustments on the cash flow statement.",,,,,,,TRUE,book
u7l5,Working Capital: The Connective Tissue,question,"A company's accounts receivable balance was ₹10,00,000 at the start of the year and ₹14,00,000 at the end. What figure would appear as a cash flow adjustment?","The full ₹14,00,000 ending balance","The ₹4,00,000 increase, subtracted as a use of cash","The ₹10,00,000 starting balance",Nothing — receivables never appear on the cash flow statement,B,"Is it the balance itself, or the CHANGE in the balance, that flows through to cash flow?","It's specifically the ₹4,00,000 change (the increase) that becomes the cash flow adjustment, not either of the balance sheet snapshot figures on their own.",,book
u7l5,Working Capital: The Connective Tissue,question,"Why does the cash flow statement care about the CHANGE in a working capital item, rather than its absolute balance?",Absolute balances are always more important than changes,Because it's the movement in the balance during the period that actually represents cash tied up or freed up that period — the balance itself is just a snapshot,Changes in working capital never actually affect cash,The cash flow statement ignores working capital entirely,B,"What actually represents a real cash effect during the period — a snapshot, or a movement?","A snapshot balance doesn't tell you what happened during the period — it's the movement (the change) that represents real cash tied up or released, which is exactly what the cash flow statement needs to capture.",,book
u7l5,Working Capital: The Connective Tissue,question,"If accounts payable stays exactly the same from the start to the end of the year, it would produce zero cash flow adjustment for that period.",True,False,,,True,No change in the balance means no cash flow effect from that item this period — true or false?,"With no change in the balance, there's nothing to adjust for — a flat payables balance means zero cash flow impact from that line item during the period.",,book
u7l5,Working Capital: The Connective Tissue,question,An analyst wants to understand a company's working capital dynamics fully. Which combination of statements do they need?,The balance sheet alone is sufficient,The income statement alone is sufficient,Both the balance sheet (for the balances at each point in time) and the cash flow statement (for how those balances changed and what that did to cash) together,Neither statement is relevant to working capital,C,Recall the 'snapshot vs. movement' framing from this lesson — does one statement alone capture the full picture?,"Getting the full working capital picture requires both: the balance sheet's snapshots to know the levels, and the cash flow statement's adjustments to know how those levels moved and what that meant for cash.",,book
u7l5,Working Capital: The Connective Tissue,question,Why is working capital described in this lesson as the 'connective tissue' between the balance sheet and the cash flow statement?,Because it's a made-up term with no real analytical meaning,"Because it's a clear, concrete example of the exact same underlying business activity being represented differently — as a balance in one statement, and as a period-over-period change in the other",Because working capital never actually appears on either statement,"Because it only connects the income statement to the balance sheet, not cash flow",B,What does the phrase 'connective tissue' capture about how the same underlying reality shows up differently on two statements?,"Working capital is a clean, concrete illustration of exactly what 'linked statements' means in practice — the same real business activity (cash tied up in receivables, say) showing up as a balance on one statement and a period-over-period change on another, tying the two together.",,book
u7l6,Building a Simple 3-Statement Flow,intro,Picture the whole loop,Net income (income statement) flows into retained earnings (balance sheet). Depreciation (income statement) gets added back (cash flow) and shrinks fixed assets (balance sheet). Cash flow's ending cash becomes the balance sheet's cash line.,,,,,,,FALSE,book
u7l6,Building a Simple 3-Statement Flow,intro,Ending cash is the final handshake,The cash flow statement's ending cash balance should exactly match the cash line item on that period's balance sheet — this is the ultimate consistency check across all three statements.,,,,,,,FALSE,book
u7l6,Building a Simple 3-Statement Flow,intro,Key phrase,The cash flow statement's ending cash balance must exactly equal the cash balance reported on that period's balance sheet — the final proof the three statements are properly linked.,,,,,,,TRUE,book
u7l6,Building a Simple 3-Statement Flow,question,"A company's cash flow statement shows an ending cash balance of ₹75,00,000 for the year. What should that same figure equal on the balance sheet, if the statements are properly linked?",It should have no particular relationship to the balance sheet,"The cash line item on that period's balance sheet should also show ₹75,00,000","It should equal total assets, not just cash",It should equal total liabilities,B,"What's the ultimate cross-check between the cash flow statement and the balance sheet, as described in the intro cards?",The ending cash balance from the cash flow statement is exactly the figure that should appear as 'cash' on that same period's balance sheet — this handshake is the clearest proof the statements are properly linked.,,book
u7l6,Building a Simple 3-Statement Flow,question,"If a 3-statement model's calculated ending cash balance doesn't match its own balance sheet's cash line, what does that most likely indicate?",This is completely normal and expected in every model,"There's likely an error somewhere in how the statements are linked, since these two figures must match exactly in a correctly built model",The company must have made a real-world accounting mistake,This mismatch is irrelevant and can be ignored,B,"In a properly built model, is a mismatch here a sign everything's fine, or a sign to go find the bug?","Since these two figures are supposed to be identical by construction, a mismatch is one of the most reliable signals that there's a linking error somewhere in the model that needs to be tracked down.",,book
u7l6,Building a Simple 3-Statement Flow,question,"In a correctly built financial model, net income, depreciation, working capital changes, and debt all ultimately flow through to affect the same final cash balance.",True,False,,,True,"Does this lesson describe all these pieces as separate and disconnected, or as parts of one connected flow?","Exactly as this lesson lays out, all of these pieces — net income, depreciation, working capital, debt — are threads in one connected flow that all ultimately determine the same final cash number.",,book
u7l6,Building a Simple 3-Statement Flow,question,Why is 'does ending cash on the cash flow statement match cash on the balance sheet' considered such a powerful sanity check for a 3-statement model?,It isn't powerful — it's a purely cosmetic check with no real diagnostic value,"Because it's the one number that only comes out right if every single link (net income, depreciation, working capital, debt) was built correctly — a single mismatch anywhere breaks it",Because these two numbers are unrelated and always happen to differ,Because this check only works for very small companies,B,What does the fact that EVERY link in the model feeds into this one final number make it such a strong diagnostic?,"Because literally every link in a 3-statement model — from net income through depreciation, working capital, and debt — ultimately feeds into that single ending cash figure, getting it to match is a genuinely powerful, all-encompassing check that everything upstream was built correctly.",,book
u7l6,Building a Simple 3-Statement Flow,question,"This lesson sets up the unit's capstone: tracing a single transaction through all three statements. Why is tracing ONE transaction, rather than building a whole model, a good way to build this skill first?",It isn't a good way — you should always start with a full model,"Following one transaction's complete path lets you see, in detail, exactly how a single event ripples through all three statements, before tackling the complexity of everything happening at once",Single transactions never actually affect more than one statement,"This approach is only useful for auditors, not analysts",B,"What's easier to follow in detail — one transaction's full ripple effect, or everything happening across a whole model at once?","Following a single transaction's complete path across all three statements, in detail, builds the intuition needed before tackling the fuller complexity of a real model where many transactions are happening simultaneously — exactly the sequencing this unit is building toward its capstone.",,book
u7l7,What Happens When a Company Buys Inventory,intro,"On credit, at first","When a company buys ₹5,00,000 of inventory on credit from a supplier, inventory (an asset) rises by ₹5,00,000, and accounts payable (a liability) rises by the same amount — the balance sheet stays balanced.",,,,,,,FALSE,book
u7l7,What Happens When a Company Buys Inventory,intro,No income statement impact yet,"Buying inventory doesn't hit the income statement at all — that only happens later, when the inventory is actually sold, and its cost becomes part of COGS.",,,,,,,FALSE,book
u7l7,What Happens When a Company Buys Inventory,intro,Key phrase,Buying inventory on credit increases both inventory and accounts payable on the balance sheet — with no income statement effect until that inventory is later sold.,,,,,,,TRUE,book
u7l7,What Happens When a Company Buys Inventory,question,"A company buys ₹8,00,000 of raw materials on credit (not yet paid for). What happens to its balance sheet?","Inventory increases by ₹8,00,000; accounts payable increases by ₹8,00,000","Cash decreases by ₹8,00,000; inventory increases by ₹8,00,000","Only the income statement is affected, not the balance sheet",Nothing changes until the materials are paid for,A,"Is this purchase for cash, or on credit — and what liability does buying on credit create?","Buying on credit means no cash changes hands yet — instead, inventory rises (a new asset) and accounts payable rises by the same amount (the new obligation to the supplier), keeping the balance sheet balanced.",,book
u7l7,What Happens When a Company Buys Inventory,question,When does the cost of purchased inventory typically hit the income statement as an expense (COGS)?,"Immediately, the moment the inventory is purchased","Only later, when that inventory is actually sold to a customer",Inventory purchases never appear on the income statement,"At the exact midpoint between purchase and sale, always",B,Recall the intro card's explicit statement about timing.,Inventory sits on the balance sheet as an asset until it's actually sold — only at that point does its cost move to the income statement as cost of goods sold.,,book
u7l7,What Happens When a Company Buys Inventory,question,Buying inventory on credit immediately reduces a company's reported net income for that period.,True,False,,,False,"Does this transaction touch the income statement at all, based on the intro cards?","As the intro cards explained, buying inventory has no income statement effect at the time of purchase — net income is untouched until that inventory is later sold.",,book
u7l7,What Happens When a Company Buys Inventory,question,"A company pays CASH (not credit) for ₹3,00,000 of inventory. How does this differ from buying on credit, in terms of balance sheet impact?",There's no difference at all between the two scenarios,"Cash decreases by ₹3,00,000 and inventory increases by ₹3,00,000 — one asset converts to another, with no new liability created, unlike the credit purchase","Buying with cash creates a liability, while credit purchases don't",Buying with cash always appears on the income statement immediately,B,"Compare this to the u7l2 capex example — is this converting one asset into another, or creating a new liability?","Just like the capex example, paying cash simply converts one asset (cash) into another (inventory) — no new liability, unlike the credit-purchase version which creates a payable.",,book
u7l7,What Happens When a Company Buys Inventory,question,"Why is walking through this specific transaction — buying inventory on credit — a useful exercise for understanding statement linkages, even though it's 'just' one small transaction?","It isn't useful, since inventory purchases are too minor to matter",It clearly shows how a single real-world event can touch two balance sheet accounts simultaneously while leaving the income statement completely untouched — exactly the kind of precise tracing this unit is building toward,This transaction actually affects all three statements equally,Inventory purchases are always identical to capex purchases in every respect,B,"What specific pattern — two accounts moving, one statement untouched — does this example illustrate clearly?","This transaction is a clean, small-scale illustration of exactly the kind of precise, statement-by-statement tracing this unit has been building toward — showing two balance sheet accounts moving together while the income statement stays completely unaffected.",,book
u7l8,What Happens When a Company Takes a Loan,intro,Revisiting the full picture,"Building on the earlier debt lesson: when a company takes a ₹50,00,000 loan, cash rises by ₹50,00,000, the loan liability rises by ₹50,00,000, and the cash flow statement shows a ₹50,00,000 financing inflow — all at once.",,,,,,,FALSE,book
u7l8,What Happens When a Company Takes a Loan,intro,"Then, every period after: interest and repayment","Each period, interest expense reduces net income (income statement) and typically flows through operating cash flow, while principal repayment reduces both cash and the loan balance and flows through financing cash flow.",,,,,,,FALSE,book
u7l8,What Happens When a Company Takes a Loan,intro,Key phrase,Taking a loan hits the balance sheet and financing cash flow immediately; interest hits the income statement and operating cash flow each period after; principal repayment hits the balance sheet and financing cash flow again.,,,,,,,TRUE,book
u7l8,What Happens When a Company Takes a Loan,question,"In the FIRST period a company takes out a loan, which of these is affected?",Only the income statement,"Cash and the loan liability on the balance sheet, plus a financing inflow on the cash flow statement — no income statement effect yet",Only the cash flow statement's operating section,"Only equity, not any liability",B,"Recall this unit's earlier lesson on debt — what happens the moment a loan is taken out, before any interest has accrued?","Just as covered earlier in this unit, taking out a loan itself is a balance sheet and financing cash flow event — no income statement impact until interest starts accruing in later periods.",,book
u7l8,What Happens When a Company Takes a Loan,question,"In each period AFTER the loan is taken out, which statement does the interest expense on that loan primarily affect?",The balance sheet only,"The income statement, reducing net income, and typically operating cash flow",Only the financing section of the cash flow statement,No statement is affected by ongoing interest,B,"Recall the debt-linking lesson's note about where interest payments are typically classified, versus principal.","Interest expense reduces net income on the income statement each period, and its cash payment is typically classified within operating cash flow — distinct from principal repayments, which run through financing.",,book
u7l8,What Happens When a Company Takes a Loan,question,Both taking out a loan and later repaying its principal show up in the financing section of the cash flow statement — just with opposite signs.,True,False,,,True,Are borrowing and principal repayment mirror-image financing activities?,"Exactly as covered in the earlier debt lesson, both events are financing activities — borrowing shows as a positive inflow, repayment as a negative outflow, mirror images of each other.",,book
u7l8,What Happens When a Company Takes a Loan,question,"A company takes out a loan in Year 1, then pays interest and partial principal in Year 2. Which statements are touched in Year 2 specifically?",No statements are affected in Year 2,"The income statement (interest expense), the cash flow statement (interest in operating, principal repayment in financing), and the balance sheet (declining loan balance, declining cash)",Only the balance sheet is affected in Year 2,Only the cash flow statement is affected in Year 2,B,"Walk through interest's effect and principal's effect separately, across all relevant statements.","Year 2 activity touches all three statements simultaneously: interest reduces income statement profit and shows in operating cash flow, while principal repayment reduces both cash and the loan balance and shows in financing cash flow — a genuinely three-statement period.",,book
u7l8,What Happens When a Company Takes a Loan,question,"Why does a loan's full lifecycle — origination, ongoing interest, and eventual repayment — make such a good comprehensive example for understanding 3-statement linkages?","Because loans are simple, one-time events with no ongoing effects","Because it touches all three statements, but with DIFFERENT effects at different points in time — origination, ongoing interest, and repayment each interact with the statements differently",Because loans never actually appear on the income statement,Because this pattern is unique to companies with no other assets,B,What makes a loan's full lifecycle a richer example than a single one-time transaction like the inventory purchase from the last lesson?,"Unlike a single transaction like the inventory purchase, a loan's full lifecycle demonstrates DIFFERENT statement interactions at different points in time — origination, ongoing interest, and repayment — making it a genuinely comprehensive example of how a single financial decision ripples across all three statements over time.",,book
u7l9,Common Linking Mistakes,intro,Forgetting to add back depreciation,"A common modeling mistake: correctly subtracting depreciation on the income statement, but forgetting to add it back on the cash flow statement — silently understating operating cash flow.",,,,,,,FALSE,book
u7l9,Common Linking Mistakes,intro,Double-counting working capital changes,"Another frequent error: adjusting for a working capital change in the wrong direction (adding instead of subtracting, or vice versa) — which throws off the entire cash flow reconciliation.",,,,,,,FALSE,book
u7l9,Common Linking Mistakes,intro,Key phrase,"The most common 3-statement linking mistakes involve forgetting non-cash add-backs, getting the direction of a working capital adjustment backward, or letting ending cash quietly stop matching the balance sheet.",,,,,,,TRUE,book
u7l9,Common Linking Mistakes,question,"An analyst correctly subtracts depreciation on the income statement, but forgets to add it back when building the cash flow statement. What's the effect?",Operating cash flow will be overstated,"Operating cash flow will be understated, since a non-cash expense wasn't reversed out",Net income will be affected instead,There's no effect on either statement,B,"If a non-cash expense that should be added back gets left out, does cash flow end up too high or too low?",Forgetting the depreciation add-back leaves operating cash flow artificially low — the model is still treating a non-cash expense as if it were a real cash outflow.,,book
u7l9,Common Linking Mistakes,question,An analyst treats a growing accounts receivable balance as a SOURCE of cash (adding it) instead of a USE of cash (subtracting it). What's the effect on operating cash flow?,No effect at all,"Operating cash flow will be significantly overstated, in the wrong direction from reality",Operating cash flow will be understated by the correct amount,This mistake self-corrects automatically,A,"Recall the working capital changes lesson — does growing receivables tie up cash, or free it up? What happens if that's flipped?","Since a growing receivables balance actually ties up cash, treating it backward as a source flips the adjustment's sign entirely — overstating operating cash flow, potentially by a large margin depending on the size of the change.",,book
u7l9,Common Linking Mistakes,question,The 'ending cash matches the balance sheet' check from earlier in this unit is a reliable way to catch many of these common linking mistakes.,True,False,,,True,"If a mistake throws off any part of the flow, would that likely show up in the final ending cash figure?","Because virtually every linking error eventually distorts the cash flow calculation somewhere, the ending-cash-matches-balance-sheet check is exactly the kind of catch-all sanity check that tends to expose these common mistakes.",,book
u7l9,Common Linking Mistakes,question,"Why do mistakes in 3-statement linking often go unnoticed until the ending cash figures fail to match, rather than being obvious immediately?",Because these mistakes are always immediately obvious on sight,Because a single wrong sign or missed add-back can look like a perfectly reasonable number in isolation — it's only when checked against the cross-statement consistency requirement that the error surfaces,Because these mistakes never actually cause any real problems,Because the balance sheet is never affected by cash flow statement errors,B,"Would a single miscalculated line item necessarily look 'wrong' on its own, without a cross-check against another statement?",A single flipped sign or missed add-back can look entirely plausible sitting in isolation — it's specifically the discipline of cross-checking against another statement (like ending cash vs. the balance sheet) that reliably surfaces these errors.,,book
u7l9,Common Linking Mistakes,question,"Given everything in this unit, what's the single best habit for avoiding these common linking mistakes when building or reviewing a 3-statement model?","Never check your work, and trust the first calculation","Systematically trace how each transaction type should affect all three statements, and use the ending-cash-matches-balance-sheet check as a final, comprehensive sanity test",Only ever look at the income statement,Assume errors are rare enough not to be worth checking for,B,What combination of habits — from earlier in this unit — best guards against these mistakes?,Combining the transaction-tracing discipline built throughout this unit with the comprehensive ending-cash check from earlier is exactly the best defense against these common mistakes — precisely the skill set the unit's capstone lesson will now put to the test.,,book
u7l10,Capstone: Tracing a Transaction Through All Three,intro,"One transaction, three statements, no exceptions","Any real business transaction — however complex it seems — can be traced through its full effect on the income statement, balance sheet, and cash flow statement, one line at a time.",,,,,,,FALSE,book
u7l10,Capstone: Tracing a Transaction Through All Three,intro,The discipline that makes it click,"Ask three questions for any transaction: does it touch the income statement? Which balance sheet accounts change? Which cash flow section, if any, does it appear in?",,,,,,,FALSE,book
u7l10,Capstone: Tracing a Transaction Through All Three,intro,Key phrase,"Tracing any transaction through all three statements means systematically asking what it does to the income statement, which balance sheet accounts move, and where (if anywhere) it appears on the cash flow statement.",,,,,,,TRUE,book
