lesson_id,lesson_title,row_type,question_or_heading,option_a,option_b,option_c,option_d,answer,hint,explanation,key_phrase,icon
u6l3,Investing Cash Flow,question,"Why is it important to look at investing cash flow ALONGSIDE operating cash flow, rather than in isolation?",They should always be viewed completely separately with no connection,A healthy company usually funds its investing activity from strong operating cash flow — seeing weak operating cash flow next to heavy investing spend can be a warning sign,Investing cash flow is always more important than operating cash flow,Operating cash flow makes investing cash flow irrelevant,B,What combination of the two would be a healthier pattern versus a concerning one?,Strong operating cash flow funding investing activity is a healthy growth pattern; heavy investing spend alongside weak or negative operating cash flow raises the question of how that investment is actually being financed.,,clock
u6l4,Financing Cash Flow,intro,Cash tied to how the business is funded,"Financing cash flow captures cash flows related to debt and equity: taking out or repaying loans, issuing or buying back shares, and paying dividends.",,,,,,,FALSE,clock
u6l4,Financing Cash Flow,intro,Raising money is a positive inflow; returning it is a negative outflow,"Borrowing money or issuing new shares brings cash in (positive). Repaying debt, buying back shares, or paying dividends sends cash out (negative).",,,,,,,FALSE,clock
u6l4,Financing Cash Flow,intro,Key phrase,"Financing cash flow reflects cash flows tied to a company's capital structure — borrowing, repaying debt, issuing shares, buybacks, and dividends.",,,,,,,TRUE,clock
u6l4,Financing Cash Flow,question,"A company pays ₹10,00,000 in dividends to shareholders during the year. Where does this appear on the cash flow statement?",Positive operating cash flow,Negative investing cash flow,Negative financing cash flow,It doesn't affect the cash flow statement,C,"Is a dividend payment tied to operations, long-term assets, or the company's capital structure?","Dividends are a return of capital to shareholders — a financing activity, shown as a cash outflow (negative) in the financing section.",,clock
u6l4,Financing Cash Flow,question,"A company raises ₹5,00,00,000 by issuing new shares to investors. This shows up as:",Negative operating cash flow,Positive financing cash flow,Negative investing cash flow,It's excluded from the cash flow statement,B,"Is this cash coming in or going out, and is it tied to financing the business?","Raising new equity capital brings cash into the company — a positive financing inflow, reflecting how the business is being funded.",,clock
u6l4,Financing Cash Flow,question,Repaying the principal on a bank loan appears as a negative amount in the financing section of the cash flow statement.,True,False,,,True,"Is loan repayment tied to operations, investing, or financing activity?","Repaying borrowed principal is a financing activity — cash leaving the company to reduce debt, shown as a negative (outflow) in the financing section.",,clock
u6l4,Financing Cash Flow,question,A company with weak operating cash flow is financing large dividend payments mostly through new borrowing. What should this combination prompt an analyst to consider?,Nothing — dividends are always a purely positive signal,"Whether the dividend is genuinely sustainable, since it's apparently not being funded by the core business generating enough cash on its own",That the company must be extremely healthy,That borrowing for dividends is illegal,B,"Is paying shareholders out of borrowed money, rather than earned cash, usually a sign of strength?",Funding dividends through new debt rather than operating cash flow is a pattern worth scrutinizing — it raises real questions about how sustainable that dividend actually is.,,clock
u6l4,Financing Cash Flow,question,"Why might a mature, stable company show consistently negative financing cash flow, year after year?",This always signals the company is failing,"It may be steadily returning cash to shareholders (dividends, buybacks) and/or paying down debt, both common for a stable business generating more cash than it needs to reinvest",Negative financing cash flow is mathematically impossible for a stable company,It means the company has stopped operating entirely,B,What kinds of financing activities are natural for a mature company that doesn't need to keep raising fresh capital?,"A financially healthy, mature business often returns excess cash to shareholders and pays down debt rather than continuing to raise capital — both of which show up as negative (outflow) financing cash flow, and neither of which is a bad sign in that context.",,clock
u6l5,Depreciation: A Non-Cash Expense,intro,Spreading a cost over time,"When a company buys a long-lived asset like machinery, it doesn't expense the whole cost immediately — instead, depreciation spreads that cost across the years the asset is expected to be used.",,,,,,,FALSE,clock
u6l5,Depreciation: A Non-Cash Expense,intro,"Reduces profit, but not cash — this period",The actual cash for the equipment was spent back when it was purchased. Each year's depreciation charge reduces reported net income without any new cash leaving the company that year.,,,,,,,FALSE,clock
u6l5,Depreciation: A Non-Cash Expense,intro,Key phrase,Depreciation spreads an asset's original cost over its useful life; it reduces net income each period without requiring any new cash outflow in that period.,,,,,,,TRUE,clock
u6l5,Depreciation: A Non-Cash Expense,question,"A company buys a machine for ₹10,00,000 cash, expected to last 10 years, and depreciates it evenly. How much cash actually leaves the company in year 3 specifically due to depreciation?","₹1,00,000","₹10,00,000","₹0 — the cash already left in year 1, when the machine was purchased","₹3,00,000",C,When did the real cash outflow for the machine actually happen?,"The full ₹10,00,000 cash outflow happened once, at purchase. Each subsequent year's depreciation charge is just an accounting allocation of that already-spent cost — no new cash leaves in year 3.",,clock
u6l5,Depreciation: A Non-Cash Expense,question,Why is depreciation added BACK to net income when calculating operating cash flow?,Because depreciation is a cash expense that needs to be counted twice,"Because depreciation reduced net income without any actual cash leaving the company that period, so adding it back reverses that non-cash reduction",Because depreciation is illegal to include in net income,Depreciation is never added back under any circumstances,B,"If depreciation lowered net income without using real cash, what needs to happen to get from net income back to actual cash generated?","Since depreciation lowers net income without an accompanying cash outflow that period, adding it back is exactly how the cash flow statement corrects net income back toward real cash generated.",,clock
u6l5,Depreciation: A Non-Cash Expense,question,A company with high depreciation charges will always have lower operating cash flow than net income.,True,False,,,False,Recall how depreciation is treated when moving from net income to operating cash flow.,"It's the opposite — high depreciation, being added back, typically makes operating cash flow HIGHER than net income, not lower.",,clock
u6l5,Depreciation: A Non-Cash Expense,question,"Two companies have identical net income, but Company A has much higher depreciation charges than Company B (due to more capital-intensive operations). All else equal, what would you expect regarding their operating cash flows?",Both will be identical,"Company A's operating cash flow will likely be higher than Company B's, since more depreciation gets added back",Company B's operating cash flow will definitely be higher,Depreciation has no bearing on operating cash flow,B,Which company has more of a non-cash expense to add back on the way from net income to cash flow?,"With more depreciation to add back, Company A's operating cash flow would typically end up higher than Company B's, despite both starting from identical net income.",,clock
u6l5,Depreciation: A Non-Cash Expense,question,"Why might a highly capital-intensive business (like a manufacturer) show operating cash flow noticeably higher than its net income, year after year?",This pattern would be extremely unusual and suspicious,"Heavy machinery and equipment typically generate substantial depreciation charges, which get added back each year, often pushing cash flow above reported profit",Capital-intensive businesses never generate positive cash flow,Net income always exceeds cash flow for every type of business,B,"What's structurally true about capital-intensive businesses that would make this gap a normal, expected pattern rather than a red flag?","Heavy machinery and long-lived assets naturally generate large depreciation charges — a structural, expected reason capital-intensive businesses often show operating cash flow meaningfully above net income, without it being any kind of red flag.",,clock
u6l6,Working Capital Changes & Cash,intro,Growing receivables ties up cash,"When accounts receivable grows, it means more sales are sitting uncollected — that's revenue on the income statement, but it's a cash outflow adjustment on the cash flow statement.",,,,,,,FALSE,clock
u6l6,Working Capital Changes & Cash,intro,Growing payables frees up cash,"When accounts payable grows, the company is delaying payments to its own suppliers — effectively holding onto cash longer, which shows up as a cash inflow adjustment.",,,,,,,FALSE,clock
u6l6,Working Capital Changes & Cash,intro,Key phrase,An increase in receivables or inventory ties up cash (a use); an increase in payables frees up cash (a source) — both adjust net income on the way to operating cash flow.,,,,,,,TRUE,clock
u6l6,Working Capital Changes & Cash,question,"A company's accounts receivable grows by ₹8,00,000 during the year. How does this typically affect the cash flow statement?",It's added to net income as a cash inflow,"It's subtracted from net income as a use of cash, since that revenue hasn't actually been collected yet",It has no effect on the cash flow statement,"It only affects the balance sheet, never cash flow",B,"Does growing receivables mean more cash collected, or more cash still owed to the company?","A growing receivables balance means more sales sitting uncollected — that ties up cash rather than generating it, so it's subtracted as a use of cash.",,clock
u6l6,Working Capital Changes & Cash,question,"A company's accounts payable grows by ₹6,00,000 during the year, meaning it's taking longer to pay its suppliers. How does this typically affect operating cash flow?",It's subtracted as a use of cash,"It's added as a source of cash, since the company is holding onto its own cash longer by delaying payments",It has no effect on cash flow,It only ever appears on the income statement,B,"Is delaying payment to suppliers a way of holding onto cash, or spending it faster?","Delaying payments to suppliers means the company keeps its own cash longer — effectively a source of cash, added back on the way to operating cash flow.",,clock
u6l6,Working Capital Changes & Cash,question,A growing inventory balance is typically treated as a use of cash on the cash flow statement.,True,False,,,True,"Does more inventory mean more cash tied up in unsold goods, or cash freed up?","Growing inventory means more cash is tied up in unsold goods sitting in the warehouse — a use of cash, subtracted on the way to operating cash flow.",,clock
u6l6,Working Capital Changes & Cash,question,"A company shows strong net income, but its operating cash flow is much weaker, driven by simultaneously rising receivables AND rising inventory. What's the combined story here?",Nothing meaningful — these changes are unrelated to cash generation,Cash is getting tied up on two fronts at once — uncollected sales and unsold goods — meaning reported profit isn't translating well into real cash yet,The company must be extremely cash-rich,Rising receivables and inventory always boost cash flow,B,"What do both a growing receivables balance and a growing inventory balance have in common, in terms of cash impact?","Both rising receivables (uncollected sales) and rising inventory (unsold goods) tie up cash rather than generating it — together, they can explain a big gap between healthy net income and weak operating cash flow.",,clock
u6l6,Working Capital Changes & Cash,question,"Why do analysts pay close attention to working capital changes specifically, rather than just looking at net income and depreciation?",Working capital changes never matter for understanding a business,"Working capital changes can reveal whether a company's growth is being funded by tying up more cash in receivables and inventory, versus a healthier pattern of collecting and managing cash efficiently",Working capital only matters for very small companies,Depreciation and net income already capture everything working capital does,B,"What extra insight into HOW a business is actually running does tracking receivables, inventory, and payables give you, beyond just net income and depreciation?","Working capital changes reveal the cash mechanics behind growth — whether expansion is quietly consuming more and more cash in uncollected sales and unsold inventory, or whether the business is managing its cash conversion efficiently as it grows.",,clock
u6l7,"Free Cash Flow, Revisited",intro,Now with real statement numbers behind it,Free cash flow (FCF) — first introduced back in Unit 1 — can now be built directly from real numbers: Operating Cash Flow minus Capital Expenditures (the investing outflow spent on long-term assets).,,,,,,,FALSE,clock
u6l7,"Free Cash Flow, Revisited",intro,Why FCF matters so much,"FCF represents cash truly free to be used however management chooses — paying down debt, paying dividends, buying back shares, or reinvesting further — after the business has funded its own operations and upkeep.",,,,,,,FALSE,clock
u6l7,"Free Cash Flow, Revisited",intro,Key phrase,Free Cash Flow = Operating Cash Flow − Capital Expenditures — the cash genuinely left over after running and maintaining the business.,,,,,,,TRUE,clock
u6l7,"Free Cash Flow, Revisited",question,"A company has operating cash flow of ₹40,00,000 and spends ₹15,00,000 on capital expenditures during the year. What is its free cash flow?","₹55,00,000","₹25,00,000","₹15,00,000","₹40,00,000",B,FCF = Operating Cash Flow − Capex.,"₹40,00,000 − ₹15,00,000 = ₹25,00,000 — the cash genuinely left over after funding the business's own capital needs.",,clock
u6l7,"Free Cash Flow, Revisited",question,Why is free cash flow often considered a purer measure of financial flexibility than net income?,It's not purer at all — net income is always the better measure,"FCF reflects actual cash left over after funding both operations and necessary capital investment, stripping out non-cash accounting effects entirely",Free cash flow always equals net income exactly,"FCF ignores capital expenditures entirely, unlike net income",B,What has FCF already stripped out and accounted for that net income hasn't?,"By starting from real operating cash flow and subtracting real capex, FCF sidesteps non-cash accounting effects and captures cash genuinely available for discretionary use — a cleaner signal than net income alone.",,clock
u6l7,"Free Cash Flow, Revisited",question,A company with strong net income but very high capital expenditure needs could still have weak or negative free cash flow.,True,False,,,True,Can heavy capex spending outweigh even solid operating cash flow?,"Heavy capital investment needs can absolutely outpace even solid operating cash flow, leaving little or nothing in free cash flow despite healthy reported profit.",,clock
u6l7,"Free Cash Flow, Revisited",question,A capital-light software company and a capital-intensive steel manufacturer both report identical operating cash flow. Which is more likely to have HIGHER free cash flow?,"The steel manufacturer, since manufacturing is more valuable","The software company, since it likely has far lower capital expenditure needs",They'll always be identical,Free cash flow doesn't apply to software companies,B,Which business model typically requires spending far less on long-term physical assets?,"With far lighter capex requirements, the software company would typically retain much more of its operating cash flow as free cash flow than the equipment-heavy steel manufacturer.",,clock
u6l7,"Free Cash Flow, Revisited",question,"Why do many valuation methods — including the discounted cash flow approach from later in this course — build directly on free cash flow, rather than net income?",Net income is always a better input for valuation,"Free cash flow represents real, distributable cash available to all capital providers, which is closer to what a valuation is actually trying to measure the value of","Free cash flow is simpler to calculate, which is the only reason it's used","Net income and free cash flow are always identical, so it doesn't matter",B,"What is a valuation ultimately trying to estimate the worth of — accounting profit, or real distributable cash?","Because a valuation is fundamentally about what cash a business can generate and distribute over time, free cash flow — real cash left after funding operations and investment — is a more direct fit than an accrual-based profit figure like net income.",,clock
u6l8,Cash Flow Red Flags,intro,"Profit up, cash flow down","When net income is rising but operating cash flow is falling, it's often a sign that profit is being propped up by non-cash items or deteriorating working capital, not genuine cash generation.",,,,,,,FALSE,clock
u6l8,Cash Flow Red Flags,intro,Financing debt-funded dividends,"A company borrowing heavily just to keep paying dividends, rather than funding them from operating cash flow, is often unable to sustain that payout long-term.",,,,,,,FALSE,clock
u6l8,Cash Flow Red Flags,intro,Key phrase,A persistent gap between rising net income and falling operating cash flow is one of the clearest warning signs that reported profit isn't translating into real cash.,,,,,,,TRUE,clock
u6l8,Cash Flow Red Flags,question,"A company reports rising net income for three straight years, while its operating cash flow steadily falls over the same period. What should this combination prompt an analyst to do?","Nothing — as long as net income is rising, the company is healthy","Dig into why cash flow and profit are diverging — likely candidates include rising receivables, inventory, or unusual non-cash gains inflating net income",Assume this pattern is completely normal and ignore it,"Conclude the company is definitely committing fraud, without further investigation",B,"What specific working-capital or non-cash items, from earlier lessons in this unit, commonly explain this kind of divergence?","A persistent net-income-up, cash-flow-down divergence is exactly the kind of pattern this unit has built the tools to investigate — checking receivables, inventory, and any unusual non-cash items in net income.",,clock
u6l8,Cash Flow Red Flags,question,"A company's dividend payments are consistently larger than its operating cash flow, funded mainly through new borrowing. What's the concern here?",There's no concern — dividends are always fully sustainable,The dividend may not be sustainable long-term if it's not being funded by the business's own cash generation,Borrowing to pay dividends is illegal everywhere,This pattern guarantees the company will go bankrupt within a year,B,Recall the financing cash flow lesson's discussion of debt-funded dividends — what did that suggest about sustainability?,"As flagged earlier in this unit, funding dividends through borrowing rather than operating cash flow raises real sustainability concerns, even if it isn't an automatic bankruptcy signal.",,clock
u6l8,Cash Flow Red Flags,question,"A single quarter of operating cash flow being lower than net income is, by itself, always proof of accounting fraud.",True,False,,,False,"Is a single period's divergence automatic proof of wrongdoing, or does it need context and investigation?","A single period's divergence has many legitimate explanations (timing, one-off working capital swings) — it's a prompt to investigate further, not automatic proof of fraud.",,clock
u6l8,Cash Flow Red Flags,question,Which pattern would generally be considered the healthiest sign of financial quality?,"Net income and operating cash flow tracking closely together over time, both trending upward","Operating cash flow consistently and significantly below net income, worsening each year",Financing activities consistently propping up a shrinking operating cash flow,Investing cash flow that's wildly unpredictable with no explanation,A,"Which of these patterns shows profit and real cash reinforcing each other, rather than diverging?","When net income and operating cash flow move together and both grow, it suggests reported profit is genuinely translating into real cash — a strong sign of earnings quality.",,clock
u6l8,Cash Flow Red Flags,question,"Why is the cash flow statement often described as harder to manipulate than the income statement, even though it isn't impossible to distort?",The cash flow statement is entirely immune to any manipulation whatsoever,"Cash flow ultimately reflects real money moving in and out of bank accounts, which is generally more verifiable than accrual-based judgment calls used in net income","Cash flow statements are audited by a completely different, stricter set of regulators",Income statements never involve any judgment calls at all,B,"What makes tracking actual cash movement a harder thing to dress up than accrual-based profit figures, which rely on estimates and judgment calls?","Because it ultimately traces real cash moving through bank accounts rather than relying on accrual judgment calls (like estimating bad debts or useful lives), the cash flow statement is generally seen as offering a more grounded, harder-to-manipulate view of financial reality.",,clock
u6l9,Reconciling Net Income to Cash Flow,intro,The indirect method,"Most companies use the 'indirect method,' starting with net income and working forward through adjustments — adding back non-cash items, then adjusting for working capital changes — to arrive at operating cash flow.",,,,,,,FALSE,clock
u6l9,Reconciling Net Income to Cash Flow,intro,A worked reconciliation,"Net Income, plus Depreciation, minus increase in Receivables, minus increase in Inventory, plus increase in Payables, equals Operating Cash Flow. Each line tells its own small story.",,,,,,,FALSE,clock
u6l9,Reconciling Net Income to Cash Flow,intro,Key phrase,"Reconciling net income to operating cash flow means systematically adding back non-cash items and adjusting for each working capital change, one line at a time.",,,,,,,TRUE,clock
u6l9,Reconciling Net Income to Cash Flow,question,"A company has net income of ₹30,00,000, depreciation of ₹8,00,000, and an increase in receivables of ₹5,00,000 (with no other adjustments). What is its approximate operating cash flow?","₹43,00,000","₹33,00,000","₹27,00,000","₹17,00,000",B,"Start with net income, add back depreciation, then subtract the increase in receivables.","₹30,00,000 + ₹8,00,000 (add back depreciation) − ₹5,00,000 (subtract the increase in receivables, since it ties up cash) = ₹33,00,000.",,clock
u6l9,Reconciling Net Income to Cash Flow,question,"In a full reconciliation from net income to operating cash flow, which of these would be SUBTRACTED?",Depreciation,An increase in accounts payable,An increase in accounts receivable,None of these are ever subtracted,C,"Which of these ties up cash, rather than freeing it up or being a non-cash add-back?","A growing receivables balance ties up cash in uncollected sales, so it's subtracted — unlike depreciation (added back) and a growing payables balance (also added, since it frees up cash).",,clock
u6l9,Reconciling Net Income to Cash Flow,question,"In the indirect method reconciliation, an increase in accounts payable is added, not subtracted, when calculating operating cash flow.",True,False,,,True,"Recall the working capital changes lesson — does growing payables tie up cash, or free it up?","Growing payables means the company is holding onto its own cash longer by delaying supplier payments — a source of cash, so it's added in the reconciliation.",,clock
u6l9,Reconciling Net Income to Cash Flow,question,"Why is being able to walk through a full net-income-to-cash-flow reconciliation a valuable skill for an analyst, beyond just reading the final operating cash flow number?",It has no real value beyond the final number itself,It reveals exactly which specific factors — non-cash items or particular working capital changes — are driving the gap between reported profit and real cash,Reconciliations are purely a formality with no analytical use,The final number always tells the complete story on its own,B,What does seeing each individual adjustment line let you diagnose that the single final total doesn't?,"Walking through each adjustment line — rather than just the final total — lets you pinpoint exactly which factor (depreciation, receivables, inventory, payables) is driving any gap between net income and cash flow, turning a single number into real diagnostic insight.",,clock
u6l9,Reconciling Net Income to Cash Flow,question,"A company's reconciliation shows a huge negative adjustment for 'increase in inventory' as the dominant driver of weak operating cash flow, despite solid net income. What does this specifically suggest, versus a scenario dominated by rising receivables instead?",Both scenarios mean exactly the same thing about the business,"This points more specifically at unsold goods piling up, rather than uncollected customer payments — potentially a demand or overproduction issue rather than a collections issue",Inventory changes are never meaningful in a reconciliation,This means the company has no accounts receivable at all,B,How does an inventory-driven cash flow gap tell a different specific story than a receivables-driven one?,"While both tie up cash, an inventory-driven gap points toward unsold goods (potentially weak demand or overproduction), while a receivables-driven gap points toward collections issues — the reconciliation lets you tell these very different stories apart.",,clock
u6l10,Capstone: Reading a Real Cash Flow Statement,intro,"Three sections, one story","A complete read walks through all three sections in order: is the core business generating cash (operating), how is it being invested (investing), and how is the company funding itself (financing)?",,,,,,,FALSE,clock
u6l10,Capstone: Reading a Real Cash Flow Statement,intro,The healthiest classic pattern,"Positive operating cash flow, funding negative investing cash flow (real investment in growth), with financing activity reflecting deliberate, sustainable choices — not desperation borrowing.",,,,,,,FALSE,clock
u6l10,Capstone: Reading a Real Cash Flow Statement,intro,Key phrase,"Reading a cash flow statement well means checking all three sections together — whether the business generates real cash, how it invests that cash, and how it's financed — not any one section alone.",,,,,,,TRUE,clock
u6l10,Capstone: Reading a Real Cash Flow Statement,question,"A company shows positive operating cash flow, negative investing cash flow (funding new equipment), and negative financing cash flow (paying down debt and modest dividends). How should this pattern generally be read?",As a major warning sign requiring urgent concern,"As a fairly healthy pattern — the core business generates cash, some is reinvested in growth, and the rest is used to strengthen the balance sheet and reward shareholders",As proof the company is about to fail,As meaningless without any further context needed,B,"Which of the three sections is generating cash, and which are using it in this scenario — and is that combination generally healthy?",This is close to the textbook healthy pattern: real operating cash generation funding reinvestment and disciplined use of the balance sheet — exactly the combination flagged as classically strong earlier in this unit.,,clock
u6l10,Capstone: Reading a Real Cash Flow Statement,question,"A company shows negative operating cash flow, funded by large POSITIVE financing cash flow from new borrowing. What should this combination prompt an analyst to investigate?","Nothing at all — this is a completely normal, sustainable pattern for any company","Whether the core business can realistically start generating its own cash soon, since it's currently relying on new debt just to keep operating",That the company definitely has zero risk of financial trouble,That this pattern is illegal,B,"Is funding ongoing operations with new borrowing, rather than operating cash flow, generally sustainable long-term?",A business that can't fund its own operations without continually raising new debt is in a precarious position — this pattern is a clear prompt to dig into whether that's a temporary phase or a deeper structural problem.,,clock
u6l10,Capstone: Reading a Real Cash Flow Statement,question,"The three sections of a cash flow statement — operating, investing, and financing — should always be read together, not evaluated in isolation.",True,False,,,True,Does any single section tell you the complete financial story on its own?,"As this whole unit has built toward, no single section tells the whole story — reading all three together, and how they relate to each other, is what produces real insight.",,clock
