lesson_id,lesson_title,row_type,question_or_heading,option_a,option_b,option_c,option_d,answer,hint,explanation,key_phrase,icon
u10l2,Sizing Up the Balance Sheet,question,"A negative working capital figure, discovered while sizing up a balance sheet, should always be treated as an immediate, unambiguous crisis.",True,False,,,False,Recall Unit 4's specific caution about negative working capital and certain business models.,"As Unit 4 explicitly covered, negative working capital can be sustainable for certain business models (like fast-turning retailers) — it's a flag to investigate further, not an automatic crisis verdict.",,book
u10l2,Sizing Up the Balance Sheet,question,"While sizing up a balance sheet, you notice a footnote referencing a significant pending lawsuit not reflected as a firm liability. How should this be incorporated into your sizing-up process?","Ignored entirely, since it's not a firm balance sheet line item","Noted as a contingent liability and factored into your overall risk assessment, even though it doesn't appear as a definite number on the main balance sheet",Treated as automatically disqualifying the company from any further analysis,Assumed to be a clerical error in the filing,B,"Recall the off-balance-sheet items lesson — how should a contingent liability disclosed in footnotes be treated, even without a firm number attached?","Exactly as Unit 4 covered, a disclosed contingent liability should be factored into your overall risk picture, even without a firm balance sheet number — this is precisely why gathering and reading footnotes (Lesson 1 of this capstone) matters.",,book
u10l2,Sizing Up the Balance Sheet,question,"Pulling from Unit 4's toolkit, what specific sequence should 'sizing up the balance sheet' follow in this full diagnostic?","Random order, since sequence doesn't matter for balance sheet analysis","Confirm the big totals balance, examine the current/non-current mix, calculate working capital, then check footnotes for anything the main numbers don't capture",Skip straight to industry comparison without looking at the company's own numbers first,Only look at total assets and ignore everything else,B,"What was the exact sequence recommended by Unit 4's own capstone lesson, now being reapplied here as part of the fuller diagnostic?","This is a direct application of the exact sequence Unit 4's capstone established — big totals, then current/non-current mix and working capital, then footnotes — now being put to use as step two of this fuller, multi-statement diagnostic.",,book
u10l3,Sizing Up the Income Statement,intro,Walk the waterfall,"Recall Unit 5's capstone: trace revenue down through COGS, gross profit, operating expenses, EBIT, interest, taxes, to net income — checking each margin along the way.",,,,,,,FALSE,book
u10l3,Sizing Up the Income Statement,intro,Flag anything unusual for later,"Note any one-time items (Unit 5, Lesson 8) and any big swings in margins year over year — these are threads to pull on once you have the full picture from all three statements.",,,,,,,FALSE,book
u10l3,Sizing Up the Income Statement,intro,Key phrase,"Sizing up an income statement means tracing revenue to net income step by step, checking margins, and flagging one-time items or unusual swings for deeper investigation.",,,,,,,TRUE,book
u10l3,Sizing Up the Income Statement,question,"While sizing up an income statement, you notice net margin jumped sharply in one year due to a one-time gain on an asset sale. What's the correct approach, based on Unit 5?",Include it identically to every other year with no distinction made,"Flag it as a one-time item and consider the trend both with and without it, to see the genuine underlying pattern",Delete that year's data entirely from the analysis,Assume such gains will recur every year going forward,B,Recall Unit 5's specific lesson on one-time items — how should this exact scenario be handled?,"This is a direct application of Unit 5's one-time items lesson: flag the gain, and look at the trend both with and without it, to separate the genuine underlying trend from a one-off distortion.",,book
u10l3,Sizing Up the Income Statement,question,"You find that a company's gross margin has been stable for years, but its net margin has been declining. Based on Unit 5's capstone, where should you look for the cause?",Nowhere — declining net margin with stable gross margin is impossible,"Costs further down the income statement — operating expenses, interest, or taxes — since the product-level economics (gross margin) appear stable","The revenue line itself, since gross margin is unrelated to revenue",This pattern requires no further investigation,B,Recall Unit 5's capstone example of exactly this pattern — where did it point to look?,"This is exactly the pattern covered in Unit 5's capstone: with gross margin (product-level economics) stable, a declining net margin points to rising costs further down the statement — operating expenses, interest, or taxes.",,book
u10l3,Sizing Up the Income Statement,question,"EPS growth should always be taken at face value as a sign of genuinely improving business performance, without further investigation.",True,False,,,False,Recall Unit 5's specific caution about share buybacks and EPS.,"As Unit 5 explicitly covered, EPS growth can come from a shrinking share count (via buybacks) rather than genuine net income growth — it should always be checked, not taken purely at face value.",,book
u10l3,Sizing Up the Income Statement,question,Sizing up the income statement is the third step in this full diagnostic (after gathering filings and sizing up the balance sheet). Why does income statement analysis logically follow balance sheet analysis in this sequence?,There's no particular logic to this order — it's arbitrary,"Having already reviewed the balance sheet gives context (like asset intensity or debt levels) that helps interpret income statement patterns, like why margins might differ from peers","The balance sheet is always less important and should be reviewed last, not second",Income statement analysis has no relationship to balance sheet analysis,B,Does knowing a company's asset base and debt level (from the balance sheet) help make sense of its income statement patterns?,"Having already sized up the balance sheet — including asset intensity and debt levels — provides useful context for interpreting income statement patterns, like why a capital-heavy company's margins might structurally differ from a capital-light peer's.",,book
u10l3,Sizing Up the Income Statement,question,"Given everything from Unit 5, what's the single most important habit when sizing up any income statement as part of a real diagnostic?",Only looking at net income and ignoring every line above it,"Walking the full waterfall from revenue to net income, checking margins at each stage, and flagging one-time items or unusual swings rather than accepting the bottom line at face value",Assuming every income statement is free of any unusual items,"Comparing only to the prior year, and never further back",B,What did Unit 5's own capstone identify as the core habit for reading any income statement well?,"This directly reapplies Unit 5's own capstone conclusion: walking the full waterfall, checking margins at each stage, and flagging anything unusual — exactly the discipline this step of the fuller diagnostic calls for.",,book
u10l4,Sizing Up the Cash Flow Statement,intro,Check all three sections together,"Recall Unit 6's capstone: read operating, investing, and financing cash flow together, and ask whether the overall pattern looks like the healthy, sustainable combination or a warning sign.",,,,,,,FALSE,book
u10l4,Sizing Up the Cash Flow Statement,intro,Compare cash flow to net income directly,"Specifically check whether operating cash flow is tracking net income reasonably closely, or diverging — and if diverging, why (Unit 6, Lessons 6 and 9).",,,,,,,FALSE,book
u10l4,Sizing Up the Cash Flow Statement,intro,Key phrase,"Sizing up a cash flow statement means reading all three sections together, and specifically comparing operating cash flow to net income to judge the quality of reported earnings.",,,,,,,TRUE,book
u10l4,Sizing Up the Cash Flow Statement,question,"You find a company with positive operating cash flow, negative investing cash flow (funding growth), and modestly negative financing cash flow (paying down some debt). Based on Unit 6's capstone, how should this general pattern be read?",As a major red flag requiring urgent concern,"As reasonably close to the healthy, classic pattern — a core business generating cash, reinvesting some in growth, and using the rest to strengthen the balance sheet",As proof the company has no real operations,As meaningless without industry comparison,B,Recall Unit 6's capstone description of the 'healthiest classic pattern.',"This closely matches the healthy pattern Unit 6's capstone specifically described — cash generation funding growth and balance sheet discipline, rather than desperation borrowing.",,book
u10l4,Sizing Up the Cash Flow Statement,question,"While sizing up the cash flow statement, you notice operating cash flow is significantly BELOW net income, driven by rising receivables and inventory. What should this prompt, based on Units 4 and 6?",Nothing — this divergence is always meaningless,"Cross-referencing back to the balance sheet items sized up earlier (receivables, inventory growth) to understand the full story behind this specific divergence",Assuming this must be a calculation error in the cash flow statement,Ignoring the cash flow statement from this point forward,B,Recall the cash flow red flags lesson — and does this connect back to anything already checked in step 2 of this diagnostic (sizing up the balance sheet)?,"This divergence is exactly the kind of pattern Unit 6's red flags lesson covered, and it connects directly back to the balance sheet review from step 2 — the diagnostic steps are meant to inform each other, not stand in isolation.",,book
u10l4,Sizing Up the Cash Flow Statement,question,Comparing operating cash flow to net income is one of the most useful cross-checks for assessing the quality (not just the size) of a company's reported earnings.,True,False,,,True,Recall the cash flow red flags and reconciliation lessons — what did tracking this specific gap reveal?,"As Unit 6 built toward throughout, this comparison is one of the most powerful tools for assessing earnings quality — whether reported profit is genuinely backed by real cash generation.",,book
u10l4,Sizing Up the Cash Flow Statement,question,"By this point in the diagnostic (having sized up the balance sheet, income statement, and now cash flow statement), what should an analyst be building toward?","Three completely separate, disconnected conclusions about three separate documents","A single, integrated picture — cross-referencing findings across all three statements, since Unit 7 showed how deeply interconnected they actually are",Starting the entire analysis over from scratch,Ignoring everything found so far and starting with ratios instead,B,"Recall Unit 7's entire theme — are the three statements really separate stories, or one connected system?","Just as Unit 7 demonstrated in detail, the three statements are one connected system, not three separate stories — by this point in the diagnostic, findings from each statement should be actively informing and cross-checking the others.",,book
u10l4,Sizing Up the Cash Flow Statement,question,"Why does this diagnostic sequence size up the cash flow statement AFTER the balance sheet and income statement, rather than first?",There's no logical reason for this order,"Cash flow patterns are often best understood in light of what's already been observed on the balance sheet (working capital levels) and income statement (net income, margins) — building on that context rather than starting cold",Cash flow statements are always the least important of the three,This order is purely arbitrary and could be reversed with no effect,B,Does understanding net income and working capital levels first help make sense of the cash flow patterns you'll see next?,"Having already sized up net income (income statement) and working capital levels (balance sheet), the analyst is well-positioned to understand and interpret cash flow patterns in proper context, rather than examining it as an isolated document.",,book
u10l5,Running the Profitability Ratios,intro,Bring in Unit 8's toolkit,"With all three statements sized up, it's time to calculate margins, ROA, ROE, and the relevant turnover ratios — and run a DuPont breakdown if ROE looks notable in either direction.",,,,,,,FALSE,scale
u10l5,Running the Profitability Ratios,intro,Compare to history and to peers,"Recall Unit 9's emphasis: these numbers only mean something in context — against the company's own trend over time, and against relevant industry peers.",,,,,,,FALSE,scale
u10l5,Running the Profitability Ratios,intro,Key phrase,"Running the profitability ratios means calculating margins, ROA, ROE, and turnover ratios from Unit 8, then interpreting them against historical trend and industry peers.",,,,,,,TRUE,scale
u10l5,Running the Profitability Ratios,question,"You calculate a company's ROE at 22%, well above its industry peers. Based on Unit 8's DuPont lesson, what's the right next step before concluding this is impressive?","Immediately conclude this is an outstanding, low-risk business with nothing further to check","Run a DuPont breakdown to see whether that strong ROE is driven by superior margins and efficiency, or largely by heavy financial leverage — each tells a very different story","Ignore ROE entirely, since it's already been calculated once","Assume the calculation must be wrong, since it's unusually high",B,Recall Unit 8's core DuPont lesson — what did it say about interpreting a single ROE figure without decomposing it?,"This is a direct application of Unit 8's DuPont lesson: the same headline ROE can come from very different underlying combinations of margin, turnover, and leverage — decomposing it is essential before drawing a conclusion about quality.",,scale
u10l5,Running the Profitability Ratios,question,"A company's asset turnover is well below its industry peers, but its net margin is well above them, with similar overall ROA. Based on Unit 8, how should this be read?",As proof the company is poorly managed,"As two different but individually legitimate paths to solid overall efficiency-adjusted profitability, echoing the profitability-vs-efficiency lesson from Unit 8","As an impossible, contradictory set of numbers","As irrelevant, since only net margin matters",B,Recall Unit 8's profitability-vs-efficiency lesson and its retailer-versus-luxury-brand example — does this match a familiar pattern?,"This closely mirrors Unit 8's own example of two legitimate paths — high margin/low turnover versus low margin/high turnover — both arriving at similar overall returns, neither approach inherently inferior.",,scale
u10l5,Running the Profitability Ratios,question,"Profitability ratios calculated in isolation, without comparison to peers or historical trend, provide the complete picture needed for this step of the diagnostic.",True,False,,,False,"Recall Unit 9's repeated emphasis on industry and historical context — does that apply here too, to Unit 8's ratios?","Just as Unit 9 emphasized for liquidity and solvency ratios, profitability ratios from Unit 8 also only become meaningful in context — against peers and historical trend, not calculated in isolation.",,scale
u10l5,Running the Profitability Ratios,question,"Why does this diagnostic step explicitly bring in BOTH Unit 8's ratio toolkit AND Unit 9's context-and-comparison discipline, rather than just calculating the numbers?",Because calculating the numbers alone is always sufficient for a real diagnostic,"Because raw ratio numbers without proper context (peers, trend) can be genuinely misleading, exactly as multiple examples throughout Units 8 and 9 demonstrated",Context and comparison are unnecessary extra steps with no real analytical value,"Unit 9's lessons only apply to liquidity and solvency, never to profitability ratios",B,"Have Units 8 and 9 shown, repeatedly, that raw numbers alone can mislead without the right context applied?","Combining Unit 8's calculation toolkit with Unit 9's context discipline is essential precisely because, as shown repeatedly across both units, raw ratio numbers without proper peer and historical context can be genuinely misleading on their own.",,scale
u10l5,Running the Profitability Ratios,question,"At this stage of the diagnostic, you find strong profitability ratios that seem to somewhat contradict earlier findings from sizing up the cash flow statement (weak operating cash flow relative to net income). What's the correct response?","Ignore the cash flow finding entirely, since profitability ratios are more important",Treat this as exactly the kind of conflicting-signal situation Unit 9 flagged as needing the most careful attention — dig into why strong reported profitability isn't translating into strong cash generation,"Ignore the profitability ratios entirely, since cash flow is more important",Assume one of the two findings must simply be a calculation error,B,Recall Unit 9's 'reading ratios together' lesson — what did it specifically say to do when different measures conflict?,"This is a direct real-world application of Unit 9's lesson on conflicting ratios — rather than dismissing one finding in favor of the other, a genuine conflict between strong profitability and weak cash generation is exactly the kind of signal that deserves the closest, most careful attention.",,scale
u10l6,Running the Liquidity & Solvency Ratios,intro,Bring in Unit 9's toolkit,"Now calculate current ratio, quick ratio, cash ratio, debt-to-equity, interest coverage, and debt-to-EBITDA — checking both near-term liquidity and long-term solvency.",,,,,,,FALSE,scale
u10l6,Running the Liquidity & Solvency Ratios,intro,Watch for the liquid-but-insolvent pattern (or the reverse),"Recall Unit 9's key distinction: these two ratio families can tell very different stories about the same company — read both, and note where they agree or disagree.",,,,,,,FALSE,scale
u10l6,Running the Liquidity & Solvency Ratios,intro,Key phrase,Running the liquidity and solvency ratios means calculating both families from Unit 9 and specifically checking whether they tell a consistent story or reveal a meaningful tension.,,,,,,,TRUE,scale
u10l6,Running the Liquidity & Solvency Ratios,question,"You find strong liquidity ratios (current 2.1, quick 1.6) alongside weak solvency ratios (debt-to-equity 5.2, interest coverage 1.0x). Based on Unit 9, what pattern does this match?","A company that is both fully liquid and fully solvent, with no concerns","The liquid-but-potentially-insolvent pattern specifically covered in Unit 9 — comfortable near-term, but carrying real long-term financial risk",A company that is neither liquid nor solvent,"An impossible, contradictory combination that suggests a calculation error",B,Recall Unit 9's specific liquid-but-insolvent worked example — does this data match that exact pattern?,"This is a direct match to the liquid-but-potentially-insolvent pattern Unit 9 explicitly covered — comfortable on near-term obligations, but with real, unresolved long-term solvency risk that shouldn't be waved away just because liquidity looks fine.",,scale
u10l6,Running the Liquidity & Solvency Ratios,question,"Where relevant, this diagnostic step also checks debt-to-EBITDA. Based on Unit 9, why is this ratio particularly useful alongside debt-to-equity?",It isn't useful — debt-to-equity alone is always sufficient,"Debt-to-EBITDA relates debt more directly to actual cash-generating capacity, complementing debt-to-equity's balance-sheet-based view with an earnings-based one",Debt-to-EBITDA and debt-to-equity always produce identical conclusions,EBITDA is never relevant to solvency analysis,B,Recall Unit 9's specific explanation for why lenders often favor debt-to-EBITDA — what perspective does it add beyond debt-to-equity?,"As Unit 9 covered, debt-to-EBITDA's link to actual earning power adds a genuinely different, complementary lens to debt-to-equity's balance-sheet view — together they give a fuller picture of solvency than either alone.",,scale
u10l6,Running the Liquidity & Solvency Ratios,question,Liquidity and solvency ratios should be interpreted using the same industry-context discipline emphasized for the profitability ratios in the previous step.,True,False,,,True,Did Unit 9 apply the same 'compare to peers and trend' discipline that Unit 8 applied to profitability ratios?,"Just as Unit 8's profitability ratios needed peer and historical context, Unit 9 repeatedly emphasized the exact same discipline for liquidity and solvency ratios — the same interpretive rigor applies to both families.",,scale
u10l6,Running the Liquidity & Solvency Ratios,question,"At this stage, you now have profitability ratios (step 5) and liquidity/solvency ratios (step 6) calculated together. What should you be doing with these two sets, based on Unit 9's final lessons?","Treating them as two entirely separate, unrelated conclusions","Reading them together as one integrated financial health picture, exactly as Unit 9's own capstone modeled — looking for where they reinforce each other and where they might conflict",Discarding the profitability ratios now that liquidity/solvency ratios are available,Only reporting whichever set of ratios looks more favorable,B,"Recall Unit 9's capstone — did it treat profitability and liquidity/solvency ratios as separate silos, or as one combined health assessment?","Just as Unit 9's own capstone explicitly combined both ratio families into one integrated health assessment, this step of the diagnostic should do the same — looking at where the two sets agree, and where a genuine tension between them needs further investigation.",,scale
u10l6,Running the Liquidity & Solvency Ratios,question,"Why does this diagnostic deliberately separate 'running the profitability ratios' (step 5) and 'running the liquidity/solvency ratios' (step 6) into two distinct steps, rather than combining them into one?",There's no real reason — the separation is purely arbitrary,"Mirroring how Units 8 and 9 were taught as two distinct but related units, calculating each ratio family with its own specific toolkit and context first makes it easier to then deliberately compare and integrate them, rather than mixing everything at once",Profitability and liquidity/solvency ratios can never be meaningfully compared to each other,Only one of these two ratio families is actually necessary for a real diagnostic,B,"Does calculating each ratio family carefully and separately first make the later integration step (asking how they relate) clearer, rather than mixing everything together from the start?","Just as Units 8 and 9 were deliberately taught as related-but-distinct topics, calculating each ratio family thoroughly on its own first — before deliberately comparing them — produces a clearer, more rigorous integration than trying to do everything simultaneously.",,scale
u10l7,Spotting Red Flags,intro,Pulling every red flag lesson together,"This step revisits every red-flag pattern covered across this whole book: rapid receivables growth relative to revenue (Unit 4), rising debt without matching assets (Unit 4), and profit-cash flow divergence (Unit 6).",,,,,,,FALSE,scale
u10l7,Spotting Red Flags,intro,"A red flag is a question, not a verdict","Consistent with every prior lesson on this theme: finding a red flag means you now have a specific, focused question to investigate — not an automatic conclusion about fraud or failure.",,,,,,,FALSE,scale
u10l7,Spotting Red Flags,intro,Key phrase,"Spotting red flags means systematically checking for the specific warning patterns covered throughout this book, and treating each one as a prompt for further investigation, not an automatic verdict.",,,,,,,TRUE,scale
u10l7,Spotting Red Flags,question,"While running this red-flag check, you find receivables grew 45% while revenue grew only 12%. Which earlier lesson does this connect directly back to?",Unit 3's time value of money lesson,"Unit 4's balance sheet red flags lesson, and Unit 8's receivables turnover / DSO lesson",Unit 2's market efficiency lesson,This pattern hasn't been covered anywhere else in this book,B,Recall which specific lessons covered exactly this receivables-versus-revenue growth pattern.,"This is precisely the pattern flagged back in Unit 4's balance sheet red flags lesson, and later given a precise number (DSO) in Unit 8 — a direct, worked application of two earlier lessons.",,scale
u10l7,Spotting Red Flags,question,"You also find that operating cash flow has been meaningfully below net income for two consecutive years, driven by rising inventory. Which earlier lessons does this connect to?",No earlier lesson covers this specific combination,"Unit 6's cash flow red flags and working capital changes lessons, and Unit 8's inventory turnover lesson",Only Unit 1's introductory value lesson,"Unit 9's liquidity ratios exclusively, with no other connection",B,"Which specific lessons, across which units, addressed rising inventory tying up cash and depressing operating cash flow relative to net income?","This connects directly to Unit 6's working capital and cash flow red flags lessons, and can be quantified further using Unit 8's inventory turnover ratio — multiple tools from this book converging on the same underlying concern.",,scale
u10l7,Spotting Red Flags,question,"Finding two or three red flags in a company's filings is, by itself, definitive proof that the company is fraudulent or failing.",True,False,,,False,Recall every single red-flags lesson throughout this book — was any of them framed as automatic proof of wrongdoing?,"Consistent with every red-flags lesson throughout this entire book, red flags are prompts for further investigation, not automatic proof of fraud or failure — even multiple red flags still require follow-up, not an instant verdict.",,scale
u10l7,Spotting Red Flags,question,"Why is this red-flag-spotting step placed AFTER running both the profitability ratios (step 5) and liquidity/solvency ratios (step 6), rather than earlier in the diagnostic?",The order doesn't matter at all and could be placed anywhere,"Having already calculated the relevant ratios gives concrete numbers to attach to each red flag — rather than a vague impression, you now have specific figures (like an exact DSO or debt-to-EBITDA) that quantify exactly how serious a given flag is",Red flags have nothing to do with any of the ratios calculated in earlier steps,This step should actually come before gathering the filings in step 1,B,"Does having already calculated specific ratio numbers make it easier to judge how serious a suspected red flag actually is, versus spotting it with no numbers attached yet?","Placing this step after the ratio calculations means each red flag can now be attached to a specific, quantified number — like an exact DSO or interest coverage ratio — rather than a vague impression, making the follow-up investigation much more precise and grounded.",,scale
u10l7,Spotting Red Flags,question,"Pulling together every red flag covered across this entire book — balance sheet, income statement, and cash flow related — what's the single unifying skill this step of the diagnostic tests?",The ability to memorize a fixed checklist with no real understanding,"The ability to recognize when numbers across different statements and periods don't tell a consistent, coherent story — and to know precisely which earlier lesson's tools to reach for to investigate further",The ability to guarantee a company will fail based on any single flag,"No unifying skill — each red flag is a completely isolated, unrelated concept",B,"What capability, built across this entire book, does spotting and correctly following up on red flags actually demonstrate?","This step tests the cumulative skill this entire book has been building: recognizing when the story told by different numbers doesn't quite add up, and knowing exactly which specific tool — from any of the previous nine units — to reach for to investigate it properly.",,scale
u10l8,Comparing to a Peer,intro,"Every ratio, side by side","With your own company's ratios calculated, line them up against a close, relevant industry peer's — profitability, efficiency, liquidity, and solvency, all side by side.",,,,,,,FALSE,scale
u10l8,Comparing to a Peer,intro,Look for where the story diverges — and ask why,"Recall Unit 9's repeated emphasis: it's the differences from the peer, not just the raw numbers, that reveal what's genuinely distinctive about the company you're diagnosing.",,,,,,,FALSE,scale
u10l8,Comparing to a Peer,intro,Key phrase,"Comparing to a peer means lining up every calculated ratio side by side, and asking WHY any meaningful differences exist, using the full toolkit built across this whole book.",,,,,,,TRUE,scale
u10l8,Comparing to a Peer,question,"Your company shows a net margin of 8% versus a peer's 15%, but your company's asset turnover is nearly double the peer's, with similar overall ROA. How should this specific comparison be framed?",As proof your company is simply worse than its peer,"As two different, individually legitimate strategic approaches to similar overall returns — echoing the profitability-vs-efficiency and DuPont lessons from Unit 8",As an impossible combination that suggests an error,"As irrelevant, since net margin is the only ratio that matters",B,Recall Unit 8's specific lesson on different paths to similar overall returns — does this peer comparison match that pattern?,"This directly echoes Unit 8's own lesson: different combinations of margin and turnover reaching similar overall returns are two legitimate strategic approaches, not automatically a sign one company is 'worse' than the other.",,scale
u10l8,Comparing to a Peer,question,"Your company's debt-to-EBITDA is notably higher than its peer's, but your company operates in a much more stable, predictable segment of the industry. Based on Unit 9, how should this be weighed?",As an automatic red flag with no further context needed,"As potentially more sustainable than the raw number alone suggests, echoing Unit 9's utility-company example — stable cash flows can support higher leverage safely","As completely irrelevant, since peer comparison is meaningless once any difference exists",As proof the peer company's number must be wrong instead,B,Recall Unit 9's specific example of stable cash flows supporting higher leverage safely — does that logic apply to this peer comparison too?,"Just as Unit 9's utility company example showed, a higher debt-to-EBITDA number can be more sustainable than it first appears when backed by unusually stable, predictable cash flows — context that a pure peer-number comparison alone wouldn't reveal without digging further.",,scale
u10l8,Comparing to a Peer,question,A meaningful difference between a company's ratio and its peer's ratio should always be treated as evidence the company with the 'weaker-looking' number is being poorly managed.,True,False,,,False,"Recall every lesson throughout Units 8 and 9 emphasizing that ratio differences need investigation, not assumption, before drawing a conclusion.","Consistent with the discipline built throughout Units 8 and 9, a meaningful peer difference is a prompt to investigate WHY — not an automatic verdict that the lower-looking number reflects poor management, since there are often legitimate strategic or structural reasons behind it.",,scale
u10l8,Comparing to a Peer,question,"Why is 'comparing to a peer' placed as its own dedicated step, even though industry context has already been emphasized throughout the earlier ratio-calculation steps (5 and 6)?",Because peer comparison wasn't actually mentioned earlier and is a completely new idea here,"Because deliberately laying every ratio side by side against one specific peer, all at once, surfaces patterns and questions that calculating each ratio individually, one at a time, might not make as obvious",Because this step actually contradicts everything said in the earlier steps,Peer comparison is unnecessary busywork with no real analytical value,B,"Does seeing every ratio compared side-by-side, all at once, against a single peer reveal something that checking each individual ratio against 'the industry' in isolation might not?","While industry context has been emphasized throughout, laying every ratio side by side against one specific real peer, all at once, is a more powerful, holistic way of surfacing exactly where and how a company's overall profile diverges — worth its own dedicated step in the full diagnostic.",,scale
u10l8,Comparing to a Peer,question,"After this peer comparison step, what should an analyst now be equipped to say about the company being diagnosed?","Nothing more than before this step, since peer comparison adds no real value","A well-grounded view of not just what the company's numbers ARE, but how they compare to a relevant real-world benchmark, and specific hypotheses for WHY any meaningful differences exist","A definitive, certain prediction of the company's exact future stock price",A conclusion that completely ignores everything found in the earlier diagnostic steps,B,What does having a concrete peer comparison add to everything calculated and flagged in the previous seven steps of this diagnostic?,"Combined with every earlier step, this peer comparison step leaves the analyst with a genuinely well-grounded view — not just raw numbers, but numbers properly benchmarked against reality, with specific, testable hypotheses for what's driving any meaningful differences.",,scale
u10l9,Writing Up Your Findings,intro,Structure matters as much as substance,"A good write-up doesn't just list every ratio calculated — it leads with the overall picture, highlights the two or three most important findings, and supports each with specific numbers.",,,,,,,FALSE,book
